artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,rating
? & The Mysterians,96 Tears,0.0624,0.65,176867,0.562,3.21e-05,7,0.076,-5.965,1,0.0345,123.67399999999999,0.882,3.87
King Gizzard & The Lizard Wizard,The River,0.532,0.485,610253,0.737,0.503,6,0.192,-4.553,0,0.0418,115.038,0.529,3.97
Pet Shop Boys,Suburbia - 2001 Remaster,0.115,0.653,307440,0.94,0.0056700000000000006,0,0.504,-4.981,1,0.0492,123.947,0.9259999999999999,3.87
Kanye West,Say You Will,0.542,0.603,377600,0.401,0.225,0,0.10300000000000001,-10.155,0,0.0306,172.63299999999995,0.34700000000000003,3.94
Modest Mouse,The World At Large,0.0961,0.523,272507,0.47700000000000004,0.000106,6,0.10099999999999999,-9.076,1,0.0254,76.973,0.249,3.89
Alvvays,"Archie, Marry Me",0.009559999999999999,0.27,196560,0.83,0.434,7,0.142,-4.592,1,0.0741,117.314,0.205,3.86
Lorde,Ribs,0.534,0.511,258969,0.47200000000000003,0.614,4,0.11,-9.277000000000001,1,0.091,127.978,0.0399,3.87
Charli XCX,Gone,0.0414,0.91,246480,0.441,8.8e-06,6,0.0745,-7.575,1,0.0693,114.00200000000001,0.66,3.85
Caroline Polachek,Door,0.222,0.684,322563,0.43799999999999994,0.0,3,0.262,-8.309,1,0.0388,123.99700000000001,0.253,3.87
Various Artists,Chain of Fools,0.0203,0.701,163040,0.672,5.400000000000002e-06,10,0.518,-6.551,1,0.032,116.969,0.8959999999999999,3.9
Elvis Costello & The Attractions,(I Don't Want To Go To) Chelsea,0.0716,0.509,190307,0.831,0.000515,11,0.0547,-5.5310000000000015,0,0.0398,167.18200000000004,0.938,3.89
Max Richter,On The Nature Of Daylight,0.159,0.0958,374400,0.322,0.855,10,0.105,-13.753,0,0.0458,87.339,0.0332,3.92
Electric Light Orchestra,Livin' Thing,0.583,0.5489999999999999,212307,0.6509999999999999,0.0,0,0.121,-7.097,1,0.0323,122.818,0.368,3.92
Animal Collective,Brother Sport,0.289,0.514,359027,0.977,0.0105,6,0.0707,-5.154,1,0.154,132.858,0.435,3.83
Rina Sawayama,Alterlife,0.0112,0.516,244078,0.883,0.0,1,0.376,-3.855,0,0.0469,108.012,0.58,3.9
Bat For Lashes,Daniel,0.0118,0.593,251120,0.6579999999999999,0.0204,8,0.13699999999999998,-8.392999999999999,0,0.0364,135.053,0.42200000000000004,3.86
Ghost Town DJs,My Boo - Hitman's Club Mix,0.000131,0.885,346840,0.47700000000000004,0.000664,6,0.336,-9.196,0,0.0664,130.078,0.691,3.84
Sniff 'n' The Tears,Driver's Seat,0.00263,0.745,241733,0.794,0.016,11,0.0921,-8.007,0,0.0383,133.05100000000002,0.978,3.91
TOOL,Lateralus,0.00108,0.387,562707,0.6779999999999999,0.872,0,0.10099999999999999,-8.399,1,0.0817,172.641,0.368,3.85
King Krule,Dum Surfer,0.0855,0.6509999999999999,263440,0.9440000000000001,0.145,2,0.11599999999999999,-5.48,1,0.0381,119.98299999999999,0.6759999999999999,3.89
Depeche Mode,Personal Jesus - Original Seven Inch Version,0.0112,0.637,224907,0.682,0.0234,11,0.0473,-11.625,1,0.0366,129.983,0.7140000000000001,3.95
Camera Obscura,French Navy,0.0105,0.434,198893,0.853,0.0,2,0.214,-4.05,1,0.0432,136.997,0.6679999999999999,3.89
Various Artists,White Lines (Don't Do It) - Long Version,0.00513,0.858,457360,0.659,0.0038,7,0.239,-10.076,1,0.0684,115.17,0.7340000000000001,3.87
John Coltrane,Giant Steps,0.441,0.431,283440,0.491,0.000458,0,0.134,-10.745999999999999,0,0.0562,148.243,0.5770000000000001,3.93
Julia Holter,Horns Surrounding Me,0.245,0.6629999999999999,286533,0.621,0.10800000000000001,9,0.34,-8.196,1,0.0434,115.059,0.174,3.98
Hawkwind,Silver Machine - Live at the Roundhouse London; 1996 Remaster,0.00041600000000000003,0.31,279973,0.8740000000000001,0.7120000000000001,1,0.0695,-11.889000000000001,1,0.152,131.717,0.096,3.89
clipping.,Body & Blood,0.00205,0.648,268373,0.8059999999999999,8.48e-06,1,0.32799999999999996,-6.686,1,0.17600000000000002,101.97200000000001,0.221,3.92
Modest Mouse,Never Ending Math Equation,0.0385,0.389,203667,0.7120000000000001,1.28e-05,7,0.0678,-6.275,1,0.0644,182.84099999999998,0.8959999999999999,3.92
Toots & The Maytals,54-46 Was My Number,0.18,0.685,204027,0.36,0.0,0,0.11199999999999999,-9.572000000000001,1,0.0568,160.44799999999995,0.597,3.94
Jeff Buckley,Hallelujah,0.9309999999999999,0.32299999999999995,413827,0.136,0.00119,0,0.17600000000000002,-10.33,1,0.0318,96.88,0.0828,3.76
John Lennon,Jealous Guy - Remastered 2010,0.877,0.489,257787,0.389,0.32,4,0.105,-11.652999999999999,0,0.0284,131.366,0.254,3.86
Kanye West,Black Skinhead,0.00112,0.7659999999999999,188013,0.821,0.0,1,0.168,-6.124,1,0.268,130.07299999999998,0.299,3.86
Television,Prove It,0.00719,0.674,300240,0.382,0.276,2,0.163,-13.89,1,0.0452,117.79799999999999,0.805,3.91
Michael Jackson,Rock with You - Single Version,0.179,0.8079999999999999,220627,0.535,9.91e-05,1,0.158,-12.520999999999999,1,0.0353,114.031,0.848,3.88
The Jesus and Mary Chain,April Skies,0.00417,0.545,239621,0.7170000000000001,0.406,3,0.136,-6.869,1,0.036000000000000004,118.515,0.589,3.9
Creedence Clearwater Revival,Travelin' Band,0.0166,0.513,127493,0.92,0.0282,6,0.17800000000000002,-6.664,1,0.0511,166.18599999999995,0.963,3.87
Sly & The Family Stone,If You Want Me to Stay,0.28,0.843,180493,0.48,0.000782,11,0.10800000000000001,-11.574000000000002,0,0.0492,101.993,0.762,3.88
The Strokes,Last Nite,0.0223,0.624,193373,0.899,0.000155,0,0.0975,-5.71,1,0.0295,104.055,0.797,3.86
Alice In Chains,No Excuses,0.0206,0.527,255573,0.838,0.000662,3,0.07,-6.013,1,0.0323,117.454,0.721,3.88
The Stooges,1969,0.000728,0.495,245520,0.7509999999999999,0.0342,2,0.591,-7.334,1,0.0554,107.073,0.725,3.9
Thunderclap Newman,Something In The Air,0.307,0.506,234360,0.402,1.25e-05,8,0.0814,-11.743,0,0.0256,94.221,0.54,3.85
Aretha Franklin,I Never Loved a Man (The Way I Love You),0.3670000000000001,0.657,171773,0.371,0.0459,5,0.157,-9.186,1,0.0359,134.86700000000002,0.7090000000000001,3.89
Led Zeppelin,Black Dog - 2012 Remaster,0.396,0.4370000000000001,295387,0.8640000000000001,0.0314,4,0.242,-7.8420000000000005,0,0.0904,81.39399999999998,0.7490000000000001,3.84
Iggy Pop,Raw Power,0.0888,0.35,256640,0.995,8.35e-06,5,0.10400000000000001,-2.0869999999999997,1,0.217,154.982,0.29600000000000004,3.95
Nick Cave & The Bad Seeds,Do You Love Me? - 2011 Remastered Version,0.000936,0.469,357173,0.649,0.47,5,0.14400000000000002,-8.45,0,0.0311,125.17399999999999,0.696,3.9
Depeche Mode,In Your Room - 2006 Remaster,0.00175,0.42100000000000004,383040,0.5920000000000001,0.237,1,0.0807,-8.397,0,0.0304,98.074,0.0905,3.86
Prince,Erotic City,0.0663,0.941,235493,0.8390000000000001,0.0115,11,0.242,-6.4570000000000025,1,0.125,125.43700000000001,0.763,3.98
Common,The Light,0.0894,0.938,243587,0.6459999999999999,3.52e-06,7,0.0733,-6.309,1,0.244,97.009,0.662,3.91
Built To Spill,Carry the Zero,1.3500000000000001e-05,0.264,343893,0.812,0.10800000000000001,4,0.0962,-5.651,1,0.031,94.095,0.45799999999999996,3.9
T. Rex,Children Of The Revolution,0.0465,0.5379999999999999,150187,0.652,0.0,2,0.0734,-11.285,1,0.052000000000000005,130.398,0.785,3.87
Air,Playground Love,0.265,0.33,211500,0.423,0.731,7,0.34700000000000003,-10.504000000000001,0,0.0279,143.086,0.11699999999999999,3.86
Arcade Fire,Ready to Start,0.12,0.282,255893,0.932,0.0335,9,0.0692,-4.7010000000000005,1,0.0387,190.08,0.536,3.84
LCD Soundsystem,I Can Change,0.00215,0.644,352004,0.73,0.0017800000000000001,1,0.233,-6.565,1,0.0287,116.98100000000001,0.695,3.86
Dire Straits,Telegraph Road,0.016,0.381,858533,0.5920000000000001,0.363,2,0.273,-10.124,0,0.0322,124.984,0.285,3.9
B.B. King,The Thrill Is Gone,0.0934,0.6920000000000001,301133,0.493,0.0016600000000000002,9,0.128,-9.662,0,0.0325,86.64399999999998,0.28,3.89
Radiohead,Just,0.000401,0.29100000000000004,234800,0.767,0.0119,7,0.0763,-6.912999999999999,0,0.0862,175.699,0.358,3.84
The Clash,Rock the Casbah - Remastered,0.287,0.7959999999999999,222427,0.872,0.0,9,0.284,-6.722,0,0.0573,129.894,0.866,3.84
The Zombies,Butcher's Tale (Western Front 1914) [Mono Version],0.937,0.344,167427,0.305,1.47e-06,9,0.205,-8.619,0,0.0281,115.535,0.249,3.9
Kanye West,Heard 'Em Say,0.0535,0.727,203733,0.696,0.0454,7,0.128,-8.312999999999999,0,0.165,95.06700000000001,0.5589999999999999,3.86
Madonna,Frozen,0.662,0.602,367333,0.616,0.0153,1,0.149,-10.917,1,0.0353,108.01700000000001,0.31,3.86
Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0.713,0.606,244027,0.457,2.5300000000000002e-05,6,0.0747,-14.035,0,0.0497,92.03299999999999,0.813,4.0
Black Sabbath,Sweet Leaf - 2014 Remaster,0.00183,0.36200000000000004,304787,0.6,0.0426,2,0.0814,-12.285,1,0.0463,148.46200000000005,0.6579999999999999,3.89
Various Artists,Limerence,0.887,0.32,329361,0.324,0.20199999999999999,8,0.11900000000000001,-16.613,1,0.03,182.05700000000002,0.7190000000000001,3.9
Kraftwerk,Autobahn - 2009 Remaster,0.105,0.33299999999999996,1367093,0.4970000000000001,0.872,2,0.129,-15.606,1,0.0366,81.681,0.113,3.87
Stevie Wonder,Pastime Paradise,0.154,0.514,207693,0.48700000000000004,0.0,0,0.11199999999999999,-11.657,0,0.102,78.535,0.306,4.05
The Art Of Noise,Moments In Love,0.28,0.696,615693,0.23399999999999999,0.0511,9,0.311,-14.991,1,0.11199999999999999,138.118,0.489,3.87
Supertramp,Goodbye Stranger - 2010 Remastered,0.607,0.42,350573,0.6679999999999999,0.016,1,0.0585,-7.35,1,0.0517,125.391,0.33799999999999997,3.85
Pixies,Velouria,0.00145,0.488,220333,0.642,0.239,6,0.0817,-12.578,1,0.0319,124.624,0.523,3.87
Weezer,My Name Is Jonas,0.00021,0.295,204293,0.94,0.00106,11,0.276,-5.247000000000001,1,0.0449,186.18599999999998,0.58,3.86
Ms. Lauryn Hill,Doo Wop (That Thing),0.0393,0.535,320267,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,0.495,3.85
The Kinks,The Village Green Preservation Society - 2018 Stereo Remaster,0.23399999999999999,0.557,171693,0.948,0.0,7,0.0658,-7.1679999999999975,1,0.0597,97.425,0.642,3.91
The Durutti Column,Sketch for Summer,0.484,0.648,178280,0.743,0.823,2,0.145,-9.902000000000001,0,0.0359,107.68,0.527,3.96
Neil Young,Harvest Moon,0.526,0.648,303213,0.309,0.00024900000000000004,2,0.124,-12.432,1,0.0264,112.929,0.40700000000000003,3.92
Various Artists,Luv (sic) pt2,0.48100000000000004,0.847,274733,0.529,0.0034799999999999996,5,0.0952,-5.3210000000000015,0,0.175,92.685,0.797,3.99
The Beatles,I Feel Fine - Remastered 2015,0.0904,0.564,139347,0.8270000000000001,3.73e-06,7,0.127,-7.0889999999999995,1,0.0283,89.84700000000002,0.912,3.81
Nancy Sinatra,These Boots Are Made For Walkin',0.483,0.74,166008,0.392,1.11e-06,9,0.0965,-11.995999999999999,1,0.0824,82.742,0.387,3.85
TOOL,Sober,0.000183,0.385,306853,0.6729999999999999,0.15,2,0.0699,-8.182,1,0.0329,149.27200000000005,0.187,3.86
Kool & The Gang,Spirit Of The Boogie,0.139,0.648,293333,0.789,0.0119,11,0.26,-9.629,0,0.0412,108.065,0.745,3.91
Jackson C. Frank,Blues Run the Game - 2001 Remaster,0.951,0.374,211987,0.121,0.00349,1,0.102,-13.921,1,0.0309,166.21200000000005,0.413,3.95
The Rolling Stones,Get Off Of My Cloud - Mono Version,0.0289,0.579,175080,0.877,0.5710000000000001,4,0.0656,-8.83,1,0.0488,126.336,0.9,3.84
Genesis,Entangled,0.588,0.27899999999999997,386627,0.22399999999999998,0.000458,9,0.0732,-15.302999999999999,1,0.0262,149.79,0.11,3.93
Dusty Springfield,I Only Want To Be With You,0.10300000000000001,0.602,158200,0.684,0.0,7,0.175,-8.021,1,0.028999999999999998,133.0,0.961,3.92
Various Artists,Can’t Help Falling in Love - Acoustic Cover,0.909,0.6779999999999999,169714,0.163,0.805,2,0.0949,-16.594,1,0.06,139.914,0.507,3.86
Donovan,Sunshine Superman,0.122,0.629,195000,0.677,9.72e-06,1,0.0962,-7.239,1,0.0299,132.783,0.627,3.9
Various Artists,Since I Don't Have You,0.5870000000000001,0.304,158851,0.598,0.000681,6,0.29,-4.212,1,0.0302,71.782,0.6829999999999999,3.85
Swans,Failure,0.58,0.504,379400,0.23399999999999999,0.0984,10,0.0845,-14.357000000000001,1,0.0326,80.968,0.132,3.9
Joy Division,Ceremony - Live at Birmingham University; 2007 Remaster,8.2e-05,0.332,232213,0.895,0.611,5,0.34600000000000003,-11.325999999999999,1,0.033,139.355,0.534,3.94
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - Remastered,0.469,0.451,444053,0.364,0.0,9,0.19699999999999998,-13.126,1,0.0436,154.20600000000005,0.298,3.89
Eric B. & Rakim,Paid In Full,0.00228,0.878,228667,0.851,0.00125,7,0.0509,-8.971,1,0.23199999999999998,99.014,0.40399999999999997,3.86
Regina Spektor,Us,0.885,0.217,292400,0.305,0.00271,1,0.201,-9.495,1,0.0321,82.848,0.12,3.87
Siouxsie and the Banshees,Hong Kong Garden,0.000642,0.614,175907,0.721,0.0817,0,0.16699999999999998,-8.962,1,0.0322,146.629,0.708,3.86
Electric Light Orchestra,Evil Woman,0.457,0.677,269840,0.619,0.000149,9,0.221,-7.4460000000000015,0,0.0334,119.624,0.74,3.9
Bon Iver,Skinny Love,0.8440000000000001,0.593,238520,0.263,5.36e-06,4,0.127,-14.029000000000002,0,0.0567,76.37899999999998,0.109,3.81
Suicide,Dream Baby Dream,0.00905,0.688,384907,0.716,0.732,1,0.0921,-10.437000000000001,0,0.032,144.122,0.977,3.85
The Kinks,Tired of Waiting for You,0.526,0.674,149851,0.731,0.0,0,0.272,-8.116,1,0.0332,122.09700000000001,0.8340000000000001,3.83
Lil Uzi Vert,XO Tour Llif3,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.3660000000000005,0,0.231,155.096,0.401,3.78
Frank Ocean,Lost,0.0272,0.9129999999999999,234093,0.603,0.000503,8,0.16699999999999998,-4.8919999999999995,1,0.226,123.061,0.4970000000000001,3.88
Denzel Curry,Gook,0.161,0.6679999999999999,166624,0.805,1.69e-06,1,0.139,-4.9639999999999995,0,0.10099999999999999,150.02100000000004,0.31,3.91
Nick Cave & The Bad Seeds,The Ship Song - 2010 Remastered Version,0.271,0.318,314147,0.41200000000000003,0.0,7,0.0959,-10.364,1,0.0303,142.287,0.125,3.86
MF DOOM,Hoe Cakes,0.0987,0.511,234147,0.614,0.0,1,0.14400000000000002,-6.371,1,0.322,92.184,0.95,3.93
The Beatles,Yesterday - Remastered 2009,0.879,0.332,125667,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,0.315,3.79
The Flaming Lips,"Yoshimi Battles the Pink Robots, Pt. 1",0.19,0.552,282480,0.953,0.0,0,0.11699999999999999,-3.89,1,0.128,156.137,0.574,3.87
Thin Lizzy,The Boys Are Back In Town,0.23399999999999999,0.445,266720,0.706,0.000252,8,0.205,-9.802999999999999,1,0.0461,80.82300000000002,0.768,3.85
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,0.213,0.65,166973,0.32299999999999995,0.0,0,0.187,-8.698,1,0.0283,110.962,0.276,3.87
Julia Holter,Words I Heard,0.228,0.124,399013,0.34700000000000003,0.00325,1,0.147,-11.392000000000001,1,0.0335,76.868,0.16,3.88
Animal Collective,Peacebone,0.185,0.5920000000000001,313171,0.948,0.00022799999999999999,4,0.276,-3.9819999999999998,1,0.0716,162.898,0.569,3.83
Oasis,Champagne Supernova - Remastered,0.47,0.28600000000000003,448438,0.7959999999999999,0.063,2,0.364,-4.625,1,0.0388,150.27200000000005,0.12,3.82
Daft Punk,Something About Us (Love Theme from Interstella 5555),0.295,0.889,134933,0.423,0.449,9,0.084,-9.759,0,0.0456,99.935,0.81,3.87
Public Enemy,Welcome To The Terrordome,0.0933,0.753,325840,0.779,0.0,7,0.23600000000000002,-12.665999999999999,1,0.251,110.72200000000001,0.62,3.89
The Beach Boys,Cabin Essence,0.0115,0.305,210067,0.298,0.004229999999999999,5,0.266,-10.743,1,0.033,141.605,0.261,3.88
Life Without Buildings,The Leanover,0.24,0.515,323973,0.758,0.000947,2,0.14400000000000002,-8.404,1,0.0472,118.411,0.677,3.87
Prince,Take Me with U,0.0859,0.7070000000000001,234133,0.8140000000000001,0.00281,2,0.23399999999999999,-10.677,1,0.0288,121.92,0.6970000000000001,3.86
Ride,Twisterella - 2001 Remaster,0.000384,0.40700000000000003,221693,0.9359999999999999,0.644,4,0.135,-4.329,1,0.0517,135.469,0.735,3.9
Roxy Music,The Thrill Of It All,0.00451,0.451,384733,0.968,0.262,2,0.21100000000000002,-7.093999999999999,1,0.0543,128.684,0.5770000000000001,3.92
Edwyn Collins,A Girl Like You,0.0243,0.619,236583,0.7809999999999999,0.000286,5,0.402,-7.455,0,0.0393,126.26700000000001,0.5329999999999999,3.83
Pearl Jam,Jeremy,0.0404,0.285,318227,0.846,0.0,2,0.182,-6.472,1,0.0438,108.80799999999999,0.287,3.79
Baby Huey,Listen to Me,0.0666,0.39899999999999997,401547,0.6859999999999999,0.00387,0,0.122,-7.367000000000001,1,0.0596,110.65799999999999,0.56,3.92
King Gizzard & The Lizard Wizard,Head On/Pill,2.35e-05,0.0684,961240,0.912,0.005,0,0.077,-5.024,1,0.066,185.388,0.247,3.99
Richard & Linda Thompson,I Want To See The Bright Lights Tonight,0.295,0.66,189587,0.457,0.000299,0,0.0557,-9.676,1,0.0343,139.572,0.862,3.91
Dr. Dre,Still D.R.E.,0.16,0.816,270587,0.775,0.00031,11,0.0543,-3.323,1,0.23399999999999999,93.431,0.527,3.86
Patti Smith,Dancing Barefoot,0.235,0.4920000000000001,256533,0.639,0.0,2,0.0738,-9.943999999999999,1,0.0319,115.51899999999999,0.792,3.92
Elvis Costello & The Attractions,Pump It Up,0.00933,0.644,196680,0.8140000000000001,0.000617,11,0.107,-6.0360000000000005,1,0.0385,138.999,0.965,3.84
Grimes,Butterfly,0.00131,0.698,252558,0.638,0.0611,8,0.184,-6.5360000000000005,1,0.0296,111.98200000000001,0.595,3.9
Galaxie 500,Tugboat,0.153,0.285,236933,0.89,0.4920000000000001,0,0.113,-8.142999999999999,1,0.0405,115.988,0.32299999999999995,3.85
The Beatles,Nowhere Man - Remastered 2009,0.00797,0.534,163693,0.624,0.0,4,0.128,-9.589,1,0.0462,121.402,0.687,3.83
Clarence Clarity,"Those Who Can't, Cheat",6.17e-05,0.511,245153,0.8809999999999999,1.51e-06,9,0.35200000000000004,-4.965,0,0.0668,93.98200000000001,0.45299999999999996,4.09
Ritchie Valens,Donna - Single Version,0.8640000000000001,0.47200000000000003,150973,0.225,0.0,5,0.111,-12.581,1,0.0263,100.29899999999999,0.29,3.85
Yves Tumor,Kerosene!,0.00183,0.506,305507,0.746,0.0,7,0.109,-7.385,0,0.0307,130.996,0.299,4.04
Fleetwood Mac,Albatross - 2018 Remaster,0.833,0.321,191107,0.0631,0.83,6,0.141,-21.616,0,0.0351,135.605,0.264,3.86
The Verve,The Drugs Don't Work,0.184,0.442,304880,0.52,0.0,0,0.154,-8.648,1,0.0261,77.437,0.177,3.82
Blur,No Distance Left to Run,0.722,0.419,208267,0.20800000000000002,0.0318,7,0.10800000000000001,-14.751,1,0.0339,148.07,0.10800000000000001,3.89
The Breeders,Cannonball,0.00915,0.502,213693,0.758,0.7829999999999999,3,0.284,-9.76,1,0.0407,112.508,0.7290000000000001,3.83
Radiohead,Bodysnatchers,0.00455,0.34299999999999997,242293,0.977,0.0197,2,0.0948,-4.993,1,0.0579,166.66400000000004,0.727,3.82
Nick Cave & The Bad Seeds,I Need You,0.912,0.303,358027,0.46399999999999997,0.00859,9,0.0979,-10.212,1,0.0347,114.37899999999999,0.0965,3.87
The Platters,Only You (And You Alone),0.935,0.34,156560,0.309,0.0,3,0.135,-10.517999999999999,1,0.0284,79.913,0.33899999999999997,3.84
The Cranberries,Linger,0.0783,0.439,274707,0.434,4.870000000000001e-05,7,0.14,-14.918,1,0.0265,94.845,0.204,3.84
Kraftwerk,Spacelab - 2009 Remastered Version,0.0412,0.527,357107,0.7509999999999999,0.7979999999999999,8,0.644,-8.764,1,0.0361,123.491,0.135,3.93
Prefab Sprout,When Love Breaks Down - 2007 Remastered Version,0.32899999999999996,0.47600000000000003,245653,0.607,5.03e-06,1,0.0347,-7.46,1,0.0505,133.415,0.342,3.83
Grimes,World Princess part II,0.000918,0.654,305753,0.885,0.667,10,0.373,-5.41,0,0.057999999999999996,107.494,0.674,3.87
Sam & Dave,Soul Man,0.263,0.79,159000,0.41,0.00314,0,0.174,-13.241,1,0.0343,112.345,0.815,3.88
Kamasi Washington,Truth,0.0851,0.309,810322,0.838,0.63,2,0.14300000000000002,-8.134,1,0.132,115.26,0.391,3.84
The Stooges,1970,0.0111,0.41,314267,0.815,0.00313,0,0.631,-13.386,1,0.0385,112.375,0.685,4.1
Supertramp,The Logical Song - Remastered 2010,0.512,0.625,251253,0.758,0.00022,5,0.153,-6.212999999999999,0,0.0463,119.719,0.695,3.81
Iron Maiden,Aces High - 2015 Remaster,0.0337,0.3,271907,0.9359999999999999,0.021,2,0.158,-5.399,1,0.0456,133.065,0.7559999999999999,3.86
The House of Love,Shine On,0.0966,0.455,240067,0.763,0.00107,9,0.3720000000000001,-9.651,0,0.0365,136.141,0.289,3.86
The Ronettes,Walking In the Rain,0.386,0.5,196867,0.655,0.0,10,0.0915,-8.312999999999999,1,0.0308,107.75,0.41,3.87
Various Artists,Porque Te Vas?,0.187,0.684,204053,0.494,9.73e-06,7,0.0623,-7.989,0,0.0864,172.553,0.956,3.83
Fleet Foxes,Third of May / Ōdaigahara,0.11699999999999999,0.266,525427,0.46399999999999997,0.0836,1,0.0867,-8.006,1,0.0322,142.77700000000004,0.252,3.84
Simon & Garfunkel,I Am a Rock,0.423,0.66,169520,0.611,1.11e-05,0,0.107,-10.309000000000001,1,0.0392,113.898,0.7490000000000001,3.85
Yo La Tengo,Autumn Sweater,0.141,0.628,318373,0.455,0.693,7,0.135,-12.436,1,0.0427,102.09,0.858,3.85
Snoop Dogg,Gin And Juice (feat. Dat Nigga Daz),0.0285,0.5489999999999999,211493,0.853,0.000296,7,0.618,-4.293,1,0.188,94.695,0.34600000000000003,3.83
Alice In Chains,Down In A Hole,0.0133,0.359,338227,0.794,0.000132,6,0.111,-5.9079999999999995,1,0.0338,97.18799999999999,0.423,3.82
Aesop Rock,None Shall Pass,0.184,0.7070000000000001,243627,0.6829999999999999,0.00108,0,0.10800000000000001,-8.728,1,0.0683,116.009,0.5670000000000001,3.86
Buena Vista Social Club,Chan Chan,0.833,0.396,256653,0.496,0.00534,2,0.0996,-11.728,0,0.0356,165.64700000000005,0.679,3.89
Animal Collective,Summertime Clothes,0.00164,0.491,274213,0.871,0.0,4,0.361,-5.564,1,0.0969,135.996,0.322,3.8
Bruce Springsteen,Badlands,0.0862,0.609,242453,0.778,1.1599999999999999e-05,4,0.278,-7.547999999999999,1,0.0485,122.61399999999999,0.853,3.86
Jethro Tull,Aqualung,0.0649,0.47700000000000004,396187,0.479,0.028999999999999998,7,0.0906,-11.887,0,0.0483,122.531,0.662,3.84
Luniz,I Got 5 On It,0.209,0.6,253533,0.706,0.0,10,0.125,-7.899,0,0.361,173.926,0.58,3.84
Buzzcocks,Promises - 2001 Remastered Version,0.00125,0.289,157067,0.767,0.0,0,0.102,-7.521,1,0.0519,168.79,0.847,3.86
Gladys Knight & The Pips,Midnight Train to Georgia,0.273,0.594,279333,0.38,2.8699999999999996e-05,10,0.1,-12.059000000000001,0,0.0455,92.00399999999999,0.446,3.85
Archive,Again,0.0428,0.401,979667,0.5710000000000001,0.17600000000000002,2,0.0624,-10.627,0,0.0376,76.048,0.0432,3.83
The Horrors,Sea Within A Sea,0.0030600000000000002,0.521,478493,0.82,0.7070000000000001,1,0.102,-7.497000000000001,1,0.032,144.011,0.429,3.86
The Beach Boys,"Help Me, Rhonda - Remastered",0.311,0.544,168240,0.748,0.0007160000000000001,1,0.0633,-6.242999999999999,1,0.0298,139.739,0.825,3.84
The White Stripes,Seven Nation Army,0.00817,0.737,231733,0.46299999999999997,0.447,0,0.255,-7.8279999999999985,1,0.0792,123.881,0.324,3.77
James,Sometimes,0.0258,0.499,276907,0.981,1.49e-05,2,0.2,-3.219,1,0.0736,122.921,0.34700000000000003,3.88
Gnarls Barkley,Crazy,0.0172,0.835,182066,0.741,0.0577,8,0.0826,-1.609,1,0.0339,111.963,0.612,3.78
Echo & the Bunnymen,The Cutter,0.00485,0.47100000000000003,232746,0.955,1.44e-06,7,0.162,-5.218999999999999,1,0.121,139.266,0.35,3.87
James Brown & The Famous Flames,I Got You (I Feel Good),0.41200000000000003,0.613,165800,0.48700000000000004,1.0199999999999999e-05,7,0.28600000000000003,-8.781,1,0.0935,143.332,0.6990000000000001,3.83
Robert Johnson,Sweet Home Chicago,0.98,0.691,176627,0.0958,1.6100000000000002e-05,1,0.0931,-13.9,0,0.14300000000000002,101.574,0.519,3.88
Scott McKenzie,San Francisco (Be Sure to Wear Some Flowers In Your Hair),0.047,0.495,178933,0.67,2.52e-05,7,0.21899999999999997,-5.9179999999999975,1,0.0284,112.443,0.478,3.81
Burial,Ghost Hardware,0.258,0.551,293093,0.865,0.845,0,0.282,-8.71,1,0.16399999999999998,136.296,0.489,4.1
The Flaming Lips,Fight Test,0.0404,0.49,256720,0.985,1.77e-05,9,0.304,-2.386,1,0.0639,82.04299999999998,0.8859999999999999,3.88
Oneohtrix Point Never,Replica,0.44299999999999995,0.213,275814,0.24,0.336,3,0.0496,-13.011,1,0.0354,82.655,0.28,4.01
R.E.M.,E-Bow The Letter,0.17300000000000001,0.349,324827,0.627,0.000521,2,0.0836,-8.386000000000001,1,0.033,155.107,0.312,3.86
Jeff Buckley,So Real,0.00515,0.469,283507,0.625,2.0300000000000002e-05,4,0.0682,-5.381,0,0.0306,76.785,0.325,3.87
The Pretty Things,Defecting Grey,0.00701,0.275,270987,0.562,0.000128,4,0.136,-9.196,1,0.0449,173.763,0.337,3.85
The Pop Group,She Is Beyond Good and Evil,0.0343,0.57,202533,0.647,8.47e-06,7,0.163,-10.458,1,0.19399999999999998,126.101,0.423,3.87
Kraftwerk,Showroom Dummies - 2009 Remastered Version,0.26899999999999996,0.91,375320,0.9540000000000001,0.449,0,0.0948,-6.75,0,0.0598,125.119,0.9259999999999999,3.86
Patti Smith,Hey Joe - Version,0.741,0.452,308173,0.368,0.00011999999999999999,1,0.23600000000000002,-9.347000000000001,1,0.0578,106.719,0.252,3.86
The Damned,Neat Neat Neat,0.00395,0.4370000000000001,161573,0.8640000000000001,0.0,1,0.0804,-8.334,0,0.0586,88.445,0.585,3.89
Blondie,Dreaming,0.0048,0.299,188494,0.92,0.00022,2,0.122,-3.377,1,0.0552,160.44899999999996,0.675,3.89
