artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,rating
The Beach Boys,Wouldn’t It Be Nice,0.522,0.35200000000000004,193400,0.597,4.66e-06,9,0.142,-6.603,0,0.0361,125.014,0.316,4.45
David Bowie,Heroes - 2017 Remaster,0.000671,0.49,371413,0.758,0.484,7,0.092,-6.4910000000000005,1,0.0297,112.11399999999999,0.435,4.4
David Bowie,Life on Mars? - 2015 Remaster,0.639,0.442,235987,0.384,7.7e-05,10,0.0539,-14.635,1,0.0414,123.281,0.21600000000000005,4.4
The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,0.04,0.523,244587,0.769,0.0,4,0.136,-5.855,1,0.0269,136.162,0.8759999999999999,4.37
The Beatles,Penny Lane - Remastered 2009,0.212,0.6509999999999999,180893,0.488,0.026000000000000002,9,0.136,-8.22,1,0.0316,113.038,0.49,4.35
Kate Bush,Running Up That Hill (A Deal With God),0.72,0.629,298933,0.547,0.00314,10,0.0604,-13.123,0,0.055,108.375,0.19699999999999998,4.34
My Bloody Valentine,When You Sleep,0.000295,0.4,251933,0.82,0.79,11,0.23600000000000002,-12.280999999999999,1,0.0466,128.894,0.135,4.35
Radiohead,Let Down,0.000124,0.35200000000000004,299560,0.674,0.12,9,0.18,-9.017999999999999,1,0.031,102.48899999999999,0.145,4.32
The Velvet Underground,Sunday Morning,0.0869,0.505,175893,0.442,0.0023899999999999998,5,0.0846,-13.267999999999999,0,0.0276,105.82600000000001,0.532,4.35
Radiohead,How To Disappear Completely,0.315,0.168,356333,0.302,0.79,6,0.11,-11.645,0,0.0344,102.041,0.205,4.31
Radiohead,Paranoid Android,0.0377,0.252,387213,0.8490000000000001,0.00592,5,0.0545,-6.501,1,0.0581,163.704,0.19399999999999998,4.28
Television,Marquee Moon,0.0391,0.49,638427,0.536,0.371,7,0.11599999999999999,-10.83,1,0.0382,118.008,0.732,4.32
Joy Division,Love Will Tear Us Apart - 2010 Remaster,0.000989,0.525,204621,0.902,0.691,2,0.13699999999999998,-8.662,1,0.0368,146.83,0.907,4.24
The Beach Boys,Good Vibrations - Remastered,0.326,0.396,219027,0.473,0.000124,10,0.109,-7.67,0,0.0345,133.44899999999998,0.385,4.3
Talking Heads,Once in a Lifetime - 2005 Remaster,0.18100000000000002,0.644,259907,0.919,0.134,2,0.622,-6.289,1,0.0561,117.459,0.871,4.31
New Order,Blue Monday - 2016 Remaster,0.000726,0.7929999999999999,450800,0.703,0.88,0,0.075,-9.548,1,0.0581,130.27,0.856,4.27
Joy Division,Atmosphere - 2010 Remaster,0.22699999999999998,0.615,249479,0.386,0.523,6,0.11599999999999999,-11.812999999999999,1,0.0315,120.03200000000001,0.442,4.28
Kate Bush,Wuthering Heights,0.366,0.48100000000000004,269067,0.392,0.0452,1,0.124,-11.380999999999998,1,0.0312,124.572,0.52,4.27
Radiohead,Idioteque,0.0352,0.615,309093,0.9309999999999999,2.37e-05,3,0.0914,-7.8,1,0.24,137.54399999999998,0.53,4.25
The Ronettes,Be My Baby,0.18100000000000002,0.511,160907,0.769,0.0,4,0.0921,-7.032,1,0.042,129.657,0.818,4.28
David Bowie,Starman - 2012 Remaster,0.166,0.486,254293,0.45,2.06e-06,5,0.54,-10.298,1,0.0267,100.456,0.55,4.3
Kanye West,Runaway,0.218,0.5710000000000001,547733,0.568,0.0021,1,0.512,-3.827,0,0.0703,86.986,0.109,4.22
The Cure,Just Like Heaven,0.0271,0.43,212000,0.971,2.1600000000000007e-05,9,0.185,-3.845,1,0.0524,151.219,0.764,4.25
King Crimson,Epitaph,0.007109999999999998,0.28600000000000003,526823,0.319,0.00897,4,0.0855,-12.932,0,0.032,129.89600000000002,0.10300000000000001,4.27
Depeche Mode,Enjoy the Silence - Single Mix,0.155,0.6409999999999999,257333,0.812,4.4299999999999986e-05,0,0.078,-7.945,0,0.0293,112.777,0.8220000000000001,4.24
New Order,Ceremony - Version 1; 2016 Remaster,6.440000000000001e-05,0.306,278760,0.555,0.0917,0,0.12,-9.958,1,0.0312,134.815,0.377,4.25
Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,0.331,0.9420000000000001,296147,0.6409999999999999,0.179,7,0.027999999999999997,-10.15,1,0.0333,114.443,0.966,4.25
The Smiths,How Soon Is Now? - 2011 Remaster,0.0008539999999999999,0.39799999999999996,408173,0.93,0.121,11,0.0874,-6.76,1,0.0615,190.81799999999998,0.725,4.24
The Smiths,This Charming Man - 2011 Remaster,0.00509,0.611,162920,0.846,0.0,11,0.0784,-5.9,1,0.0436,103.912,0.7509999999999999,4.25
Various Artists,Shook Ones Part II,0.0762,0.637,256333,0.878,0.0,6,0.11800000000000001,-5.506,1,0.369,94.921,0.652,4.25
Slowdive,Alison,0.00782,0.276,230987,0.449,0.7829999999999999,4,0.10800000000000001,-11.427999999999999,1,0.0375,101.68700000000001,0.278,4.25
Arcade Fire,Neighborhood #1 (Tunnels),0.0647,0.282,288333,0.738,0.0142,0,0.29,-5.566,1,0.0324,126.914,0.21100000000000002,4.22
David Bowie,Space Oddity - 2015 Remaster,0.0748,0.299,318813,0.44299999999999995,0.000138,0,0.177,-12.620999999999999,1,0.0346,139.539,0.434,4.23
Kate Bush,Cloudbusting,0.696,0.68,310160,0.248,8.88e-06,1,0.0839,-17.465,0,0.0328,112.806,0.812,4.24
Lou Reed,Walk On the Wild Side,0.6829999999999999,0.575,254173,0.318,0.000202,0,0.0934,-16.729,1,0.109,104.522,0.385,4.23
Bob Dylan,Like a Rolling Stone,0.7290000000000001,0.483,369600,0.721,0.0,0,0.18899999999999997,-6.836,1,0.032,95.26100000000001,0.562,4.21
Love,Alone Again Or - 2015 Remaster,0.664,0.318,197275,0.303,0.000223,11,0.113,-15.572000000000001,0,0.0302,174.25400000000005,0.226,4.22
Otis Redding,(Sittin' On) the Dock of the Bay,0.684,0.769,163756,0.3670000000000001,1.62e-05,2,0.081,-11.225999999999999,1,0.0312,103.62100000000001,0.535,4.24
The Beatles,Something - Remastered 2009,0.198,0.396,182293,0.33799999999999997,2.62e-06,0,0.138,-10.872,1,0.0304,133.52200000000002,0.377,4.19
Curtis Mayfield,Move On Up,0.41700000000000004,0.5379999999999999,165790,0.9690000000000001,0.0015400000000000001,11,0.11900000000000001,-5.626,0,0.0906,138.65200000000002,0.9279999999999999,4.26
David Bowie,Sound and Vision - 2017 Remaster,0.0328,0.667,184382,0.804,0.0544,2,0.0632,-8.583,1,0.0398,105.79700000000001,0.759,4.23
Cocteau Twins,Heaven Or Las Vegas,8.840000000000001e-05,0.215,298400,0.8009999999999999,0.00725,7,0.0808,-5.46,1,0.0379,180.09,0.401,4.23
The Velvet Underground,Venus In Furs,0.00137,0.225,312253,0.618,0.616,8,0.079,-9.922,0,0.0331,144.724,0.5670000000000001,4.23
My Bloody Valentine,Only Shallow,0.000377,0.138,257520,0.691,0.7859999999999999,0,0.0895,-7.976,1,0.0443,170.342,0.36,4.23
David Bowie,Ashes to Ashes - 2017 Remaster,0.273,0.71,266160,0.743,0.00040599999999999995,1,0.258,-10.552999999999999,1,0.0507,120.277,0.866,4.21
Various Artists,Pictures of You - Extended Dub Mix,0.00043200000000000004,0.623,402973,0.3670000000000001,0.016,7,0.0735,-16.066,1,0.0928,174.051,0.491,4.22
The Kinks,Waterloo Sunset - Mono Mix,0.162,0.512,194216,0.69,0.0,1,0.16699999999999998,-6.968999999999999,0,0.0249,107.839,0.41700000000000004,4.23
Talking Heads,Once in a Lifetime - 2005 Remaster,0.18100000000000002,0.644,259907,0.919,0.134,2,0.622,-6.289,1,0.0561,117.459,0.871,4.3
Sam Cooke,Shake,0.782,0.5429999999999999,173613,0.846,0.0,5,0.312,-7.5820000000000025,1,0.0553,151.55700000000004,0.782,4.2
The Karaoke Crew,Train in Vain (Stand by Me) (As Made Famous By The Clash),0.000145,0.94,213507,0.588,0.853,9,0.0629,-6.928999999999999,1,0.047,121.515,0.866,4.19
The Rolling Stones,"Paint It, Black",0.0493,0.46399999999999997,202267,0.795,0.00244,1,0.39899999999999997,-9.267000000000001,1,0.0926,158.691,0.612,4.19
Marvin Gaye,What's Going On,0.307,0.433,236467,0.733,0.000144,1,0.0827,-9.244,0,0.0491,102.662,0.742,4.22
Angelo Badalamenti,Twin Peaks Theme - Instrumental,0.895,0.295,310013,0.11900000000000001,0.8859999999999999,5,0.0881,-19.872,1,0.0301,71.721,0.102,4.25
Kraftwerk,Computer Love - 2009 Remaster,0.802,0.713,439440,0.622,0.845,5,0.0944,-11.466,0,0.0299,124.693,0.516,4.21
New Order,Bizarre Love Triangle,0.0804,0.613,263213,0.885,0.746,10,0.0997,-7.462999999999999,1,0.052000000000000005,118.506,0.919,4.22
Radiohead,No Surprises,0.0577,0.255,229120,0.39299999999999996,0.00361,5,0.113,-10.654000000000002,1,0.0278,76.426,0.11800000000000001,4.17
Portishead,Glory Box,0.177,0.51,308627,0.434,0.516,1,0.0603,-10.004,1,0.0361,119.695,0.207,4.21
Mazzy Star,Fade Into You,0.245,0.42,295600,0.33,0.000679,9,0.0677,-13.925,1,0.0275,157.143,0.175,4.19
Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me) - A Cappella,0.706,0.675,158427,0.659,0.0,9,0.113,-8.787,0,0.95,79.457,0.172,4.19
DJ Shadow,Midnight In A Perfect World,0.531,0.664,298373,0.644,0.6609999999999999,7,0.251,-9.334,0,0.0352,79.52600000000002,0.6459999999999999,4.23
Jimi Hendrix,All Along the Watchtower,0.00255,0.43799999999999994,240800,0.805,5.6899999999999994e-05,8,0.0842,-6.237,1,0.0624,113.25299999999999,0.564,4.19
Pink Floyd,Time,0.521,0.358,413947,0.48,0.00428,9,0.17800000000000002,-11.79,1,0.0849,120.31700000000001,0.35600000000000004,4.17
Pixies,Where Is My Mind?,0.0157,0.518,236973,0.436,0.000621,4,0.079,-14.134,1,0.0349,80.88,0.27,4.17
Echo & the Bunnymen,The Killing Moon,0.132,0.522,346280,0.85,0.0338,7,0.295,-4.769,1,0.0361,124.21600000000001,0.71,4.19
Grandmaster Flash & The Furious Five,The Message (feat. Melle Mel & Duke Bootee),0.0249,0.9470000000000001,431800,0.607,4.76e-06,10,0.0861,-10.58,0,0.20199999999999999,100.619,0.732,4.17
American Football,Never Meant,0.0171,0.436,268333,0.8190000000000001,0.00882,0,0.11699999999999999,-6.71,1,0.036000000000000004,144.26,0.405,4.18
The Mamas & The Papas,California Dreamin' - Single Version,0.35200000000000004,0.552,162373,0.608,0.0,1,0.0533,-9.786,0,0.0345,112.367,0.637,4.18
Prince,When Doves Cry,0.0102,0.7290000000000001,352906,0.9890000000000001,4.45e-05,9,0.44299999999999995,-4.613,0,0.049,126.47,0.84,4.19
The Cure,A Forest - Remastered Version,0.34,0.633,354933,0.62,0.605,0,0.0977,-11.270999999999999,1,0.0648,81.117,0.42100000000000004,4.17
Dead Kennedys,Holiday in Cambodia,0.00344,0.133,224867,0.927,0.00044,7,0.0915,-5.371,1,0.0741,197.708,0.5,4.17
LCD Soundsystem,All My Friends,0.14800000000000002,0.701,462267,0.7879999999999999,0.625,2,0.0977,-5.6110000000000015,1,0.0425,142.584,0.795,4.15
Radiohead,Reckoner,0.511,0.518,290213,0.6559999999999999,0.156,4,0.0679,-7.438,0,0.0264,104.28200000000001,0.203,4.16
David Bowie,Lazarus,0.0466,0.66,382387,0.695,0.145,9,0.0854,-6.896,0,0.028999999999999998,129.972,0.506,4.16
Radiohead,Karma Police,0.0626,0.36,264067,0.505,9.22e-05,7,0.172,-9.129,1,0.026000000000000002,74.807,0.317,4.14
Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),0.141,0.7609999999999999,286693,0.6829999999999999,0.0,2,0.342,-10.889000000000001,1,0.16399999999999998,101.787,0.6709999999999999,4.17
Kendrick Lamar,The Blacker The Berry,0.00713,0.5529999999999999,328827,0.852,0.0,10,0.46299999999999997,-4.08,0,0.305,176.058,0.27,4.13
The Smashing Pumpkins,1979 - Remastered 2012,0.0166,0.765,266200,0.7879999999999999,0.588,3,0.0513,-9.896,1,0.0332,126.87899999999999,0.9640000000000001,4.16
Simon & Garfunkel,The Sound of Silence - Electric Version,0.17,0.44,185253,0.466,1.03e-06,6,0.11800000000000001,-9.712,1,0.0284,107.744,0.5429999999999999,4.15
Michael Jackson,Billie Jean,0.0236,0.92,293827,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,0.847,4.14
Nick Drake,Pink Moon,0.8190000000000001,0.638,123333,0.256,0.0707,3,0.145,-15.68,1,0.0492,82.479,0.43799999999999994,4.22
Massive Attack,Teardrop,0.0173,0.615,330773,0.419,0.4970000000000001,11,0.135,-8.8,0,0.0395,76.997,0.21600000000000005,4.16
Arcade Fire,Rebellion (Lies),0.00744,0.401,310893,0.9329999999999999,0.627,8,0.318,-5.682,1,0.0344,127.193,0.7340000000000001,4.14
The Kinks,Sunny Afternoon - Mono Mix,0.102,0.595,210525,0.465,0.0,2,0.0641,-8.412,0,0.026000000000000002,124.991,0.4920000000000001,4.16
Sun Kil Moon,Carry Me Ohio,0.317,0.594,381040,0.512,0.10300000000000001,6,0.113,-8.872,1,0.0236,97.348,0.52,4.21
Massive Attack,Unfinished Sympathy - 2012 Mix/Master,0.0393,0.5920000000000001,308427,0.835,0.209,7,0.665,-8.475,1,0.032,114.436,0.703,4.15
The Cure,In Between Days - 2006 Remaster,0.109,0.541,177987,0.83,0.701,9,0.16699999999999998,-6.246,1,0.0316,142.592,0.711,4.17
New Order,True Faith - 2015 Remaster,0.261,0.608,252053,0.924,0.012,0,0.33799999999999997,-5.919,1,0.035,117.23100000000001,0.948,4.17
Big Star,Thirteen,0.674,0.457,154667,0.268,5.77e-06,0,0.11,-14.370999999999999,0,0.0319,117.141,0.348,4.18
Radiohead,Street Spirit (Fade Out),0.314,0.488,253853,0.45299999999999996,0.691,4,0.179,-11.562000000000001,0,0.0304,138.077,0.129,4.12
The Dave Brubeck Quartet,Take Five,0.539,0.45399999999999996,324133,0.26,0.00078,8,0.0675,-13.193,0,0.0401,174.322,0.598,4.16
Portishead,The Rip,0.925,0.47100000000000003,270947,0.484,0.499,9,0.0987,-9.414,0,0.0317,74.982,0.23600000000000002,4.16
Leonard Cohen,Suzanne,0.922,0.409,229293,0.172,0.00112,6,0.111,-16.44,0,0.0389,132.151,0.35200000000000004,4.17
Wilco,"Jesus, Etc.",0.616,0.7559999999999999,231000,0.28,0.00033,5,0.414,-14.27,1,0.0296,109.413,0.695,4.15
The Avalanches,Since I Left You,0.237,0.516,261000,0.9159999999999999,0.0,7,0.636,-7.255,1,0.0644,102.78,0.478,4.15
Marvin Gaye,I Heard It Through The Grapevine,0.272,0.711,194293,0.36200000000000004,0.0,3,0.127,-10.850999999999999,0,0.0382,117.26700000000001,0.615,4.16
The Clash,London Calling - Remastered,0.12300000000000001,0.6509999999999999,200480,0.8009999999999999,0.0,0,0.0825,-7.34,1,0.0513,133.763,0.7759999999999999,4.09
The Who,Baba O'Riley,0.313,0.489,300400,0.7240000000000001,0.185,5,0.287,-8.367,1,0.0352,117.292,0.15,4.14
Interpol,Obstacle 1,5.21e-05,0.371,251547,0.941,0.6759999999999999,5,0.0732,-4.783,1,0.0602,120.499,0.386,4.16
Neutral Milk Hotel,"Holland, 1945",0.0399,0.0617,192533,0.887,0.000157,7,0.619,-4.305,1,0.0636,198.592,0.48,4.12
The Beach Boys,I Get Around (Mono),0.36,0.39,134387,0.625,0.0,9,0.0663,-7.813,0,0.0537,144.338,0.514,4.15
OutKast,B.O.B.,0.0555,0.746,304227,0.978,4.02e-05,9,0.026000000000000002,-5.324,1,0.0978,153.89700000000005,0.652,4.14
The Stooges,I Wanna Be Your Dog,0.0229,0.527,188560,0.871,0.155,4,0.419,-8.708,1,0.0354,120.72200000000001,0.107,4.15
The Beach Boys,Surf's Up - Remastered 2009,0.5710000000000001,0.366,253760,0.193,1.86e-06,0,0.09300000000000001,-17.042,0,0.0306,100.273,0.287,4.18
Joy Division,Transmission - 2010 Remaster,0.0355,0.4970000000000001,215148,0.8079999999999999,0.4370000000000001,7,0.0966,-8.088,1,0.0388,153.561,0.6829999999999999,4.12
The Zombies,Care Of Cell 44,0.265,0.42100000000000004,235827,0.58,0.0136,7,0.0973,-7.011,1,0.0285,129.959,0.40299999999999997,4.19
Black Sabbath,Paranoid - 2016 Remaster,4.52e-05,0.415,168406,0.6579999999999999,0.000735,4,0.17600000000000002,-12.050999999999998,0,0.0696,163.015,0.45,4.15
Slint,Breadcrumb Trail,0.0106,0.231,355533,0.44,0.121,7,0.0947,-16.609,1,0.0408,180.68099999999998,0.195,4.77
The Stone Roses,I Wanna Be Adored - Remastered,0.0121,0.4920000000000001,292800,0.862,0.213,4,0.228,-9.158,0,0.0273,112.598,0.591,4.15
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,0.0008619999999999999,0.266,163693,0.831,0.0,4,0.0555,-9.07,1,0.0453,175.514,0.778,4.14
CAN,Vitamin C - 2004 Remastered Version,0.006690000000000001,0.643,214066,0.644,0.6729999999999999,4,0.162,-12.615,0,0.0462,117.225,0.853,4.16
The Beatles,While My Guitar Gently Weeps - Remastered 2009,0.0205,0.45299999999999996,285000,0.654,0.00395,4,0.172,-8.855,0,0.0317,115.0,0.7020000000000001,4.12
Jefferson Airplane,White Rabbit,0.486,0.551,150640,0.293,0.000273,2,0.0864,-12.503,1,0.0272,106.79799999999999,0.322,4.14
Talking Heads,Psycho Killer - 2005 Remaster,0.0707,0.721,261413,0.521,0.005520000000000001,2,0.127,-8.123,1,0.0612,123.118,0.9420000000000001,4.15
The Beatles,We Can Work It Out - Remastered 2015,0.0635,0.37799999999999995,135693,0.677,0.0,2,0.183,-8.63,1,0.0298,106.071,0.648,4.1
The Velvet Underground,All Tomorrow's Parties,0.0455,0.32899999999999996,359680,0.499,0.000465,2,0.0963,-13.7,1,0.0453,93.508,0.132,4.12
Talking Heads,The Great Curve - 2005 Remaster,0.40299999999999997,0.6,387560,0.8690000000000001,0.0205,10,0.0683,-5.591,1,0.0795,152.06,0.687,4.15
Geto Boys,Mind Playing Tricks on Me,0.207,0.8859999999999999,308733,0.512,0.0,10,0.0991,-11.825,0,0.237,93.99700000000001,0.45399999999999996,4.14
M.I.A.,Paper Planes,0.033,0.447,203760,0.848,7.45e-05,2,0.722,-6.175,1,0.222,172.247,0.485,4.11
Various Artists,Mystery of Love,0.94,0.365,248965,0.273,0.431,4,0.109,-16.526,0,0.038,132.285,0.23800000000000002,4.14
The Animals,House Of The Rising Sun,0.00038500000000000003,0.295,271280,0.584,0.218,9,0.0996,-6.6960000000000015,0,0.0345,117.2,0.228,4.1
The Zombies,Time Of The Season (Mono Version),0.142,0.537,214027,0.7,1.58e-06,4,0.38299999999999995,-6.852,0,0.0366,117.111,0.695,4.14
The Smiths,The Boy with the Thorn in His Side - 2017 Master,0.188,0.502,195880,0.9009999999999999,4.8899999999999996e-05,7,0.28,-4.467,1,0.0459,119.022,0.821,4.13
The Beach Boys,God Only Knows - Remastered,0.253,0.521,173040,0.48700000000000004,0.0,6,0.0579,-7.525,0,0.0299,117.072,0.483,4.19
Julee Cruise,Falling,0.892,0.192,321853,0.138,0.5529999999999999,5,0.114,-17.135,1,0.0315,142.187,0.0757,4.14
Kate Bush,Hounds Of Love,0.505,0.546,183267,0.748,0.0,5,0.16,-13.989,1,0.0384,145.582,0.9,4.15
Talking Heads,Born Under Punches (The Heat Goes On) - 2005 Remaster,0.215,0.7340000000000001,349280,0.8590000000000001,0.34299999999999997,7,0.0823,-7.237,0,0.0922,112.941,0.9079999999999999,4.17
LCD Soundsystem,Someone Great,0.0418,0.722,390013,0.894,0.00374,7,0.11,-5.903,1,0.0325,113.00299999999999,0.396,4.11
Stevie Wonder,Superstition - Single Version,0.038,0.633,245493,0.634,0.0064,8,0.0385,-12.115,1,0.0725,100.499,0.872,4.13
Pink Floyd,Comfortably Numb,0.15,0.47200000000000003,382297,0.366,0.308,11,0.0837,-12.595,0,0.0286,127.167,0.171,4.07
Frank Ocean,Pyramids,0.0118,0.4,592920,0.65,7.62e-05,5,0.7909999999999999,-6.104,0,0.0466,107.98899999999999,0.15,4.11
The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,0.518,0.7020000000000001,378147,0.6679999999999999,0.0,9,0.0588,-9.237,1,0.214,116.06299999999999,0.561,4.11
Various Artists,I Believe In You,0.6920000000000001,0.523,370387,0.185,0.248,6,0.17800000000000002,-21.881,1,0.0252,90.654,0.161,4.12
Pulp,Common People,0.0057,0.314,351627,0.797,5.59e-05,0,0.0718,-9.026,1,0.038,145.393,0.569,4.08
Ice Cube,It Was A Good Day,0.33,0.7979999999999999,260000,0.7440000000000001,0.000106,7,0.292,-5.327999999999999,0,0.136,82.35600000000002,0.794,4.1
Radiohead,Pyramid Song,0.7859999999999999,0.127,288733,0.335,0.4270000000000001,11,0.111,-8.298,0,0.0329,77.078,0.0686,4.09
Nas,The World Is Yours,0.27399999999999997,0.6779999999999999,290573,0.794,1.68e-06,10,0.124,-6.186,0,0.14,87.374,0.54,4.1
Arcade Fire,Wake Up,0.12,0.252,335333,0.8,0.0538,0,0.11800000000000001,-4.845,1,0.0368,139.361,0.29,4.08
Wire,Outdoor Miner - 2006 Remastered Version,0.431,0.568,104507,0.636,3.02e-06,4,0.4920000000000001,-8.862,1,0.0297,124.37,0.71,4.11
Bruce Springsteen,Born to Run,0.0050100000000000006,0.27,269920,0.9440000000000001,2.05e-05,4,0.11599999999999999,-4.199,1,0.0975,146.347,0.606,4.1
Elliott Smith,Waltz #2 (XO),0.395,0.633,280107,0.49,6.92e-05,10,0.0886,-7.6679999999999975,1,0.0255,132.178,0.66,4.13
Prince,Purple Rain,0.0353,0.3670000000000001,520787,0.452,0.00228,10,0.6890000000000001,-10.422,1,0.0307,113.066,0.18899999999999997,4.11
New Order,Temptation,0.00173,0.7829999999999999,324653,0.742,0.0602,0,0.237,-8.697000000000001,1,0.0314,125.60799999999999,0.6459999999999999,4.12
Grimes,Oblivion,0.115,0.6970000000000001,251267,0.529,0.9009999999999999,2,0.0895,-8.838,1,0.0338,155.974,0.486,4.08
Beach House,Space Song,0.218,0.509,320467,0.79,0.125,0,0.14400000000000002,-7.105,0,0.0293,147.07299999999995,0.625,4.13
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,0.0857,0.451,122893,0.6729999999999999,0.00225,7,0.797,-9.115,1,0.0734,95.51299999999999,0.583,4.1
The Cure,Lullaby - 2010 Remaster,0.185,0.718,249880,0.557,0.7070000000000001,9,0.055,-10.679,1,0.0328,94.095,0.586,4.11
Radiohead,The National Anthem,0.00237,0.486,351693,0.754,0.858,2,0.22399999999999998,-8.552,1,0.0378,91.52,0.387,4.12
The Smiths,Bigmouth Strikes Again - 2011 Remaster,0.0704,0.401,193320,0.9009999999999999,0.0,1,0.5379999999999999,-5.011,0,0.040999999999999995,134.799,0.8390000000000001,4.11
The Beatles,Paperback Writer - Remastered 2015,0.147,0.47200000000000003,138200,0.856,2.78e-06,7,0.595,-6.03,1,0.0562,78.696,0.841,4.08
The Jackson 5,I Want You Back,0.4920000000000001,0.639,180840,0.5429999999999999,1.29e-05,8,0.28,-12.777000000000001,1,0.0303,98.185,0.937,4.08
Al Green,Let's Stay Together,0.57,0.7559999999999999,199396,0.397,0.0115,7,0.0542,-10.700999999999999,0,0.0522,101.985,0.507,4.11
The Smiths,"William, It Was Really Nothing - 2011 Remaster",0.0482,0.517,131600,0.9390000000000001,0.0005740000000000001,2,0.33399999999999996,-4.928999999999999,1,0.0441,130.661,0.48700000000000004,4.1
Carly Rae Jepsen,Run Away With Me,0.0126,0.564,251320,0.7190000000000001,0.000177,1,0.0536,-5.505,1,0.0475,119.023,0.251,4.05
The Flamingos,I Only Have Eyes for You,0.9159999999999999,0.552,202773,0.313,0.0017,5,0.12,-12.41,1,0.0296,88.554,0.303,4.09
The Byrds,Eight Miles High,0.21,0.364,214640,0.768,0.136,9,0.503,-10.492,1,0.0757,130.602,0.37,4.08
Nick Drake,River Man,0.852,0.474,258680,0.11800000000000001,0.735,8,0.11199999999999999,-20.098,1,0.0339,114.52,0.0921,4.13
Kendrick Lamar,King Kunta,0.00589,0.884,234693,0.657,0.0,6,0.154,-4.569,0,0.0977,107.059,0.489,4.09
Prince,Let's Go Crazy,0.0192,0.309,280000,0.93,0.0022,11,0.106,-6.399,1,0.125,195.815,0.376,4.11
Depeche Mode,Never Let Me Down Again - 2006 Remaster,0.27899999999999997,0.581,290493,0.8859999999999999,0.0281,0,0.691,-6.505,1,0.0324,106.06700000000001,0.586,4.11
Radiohead,Fake Plastic Trees,0.16699999999999998,0.45399999999999996,290707,0.22899999999999998,0.102,2,0.20199999999999999,-12.592,1,0.0297,73.55199999999998,0.134,4.06
The Cure,Lovesong - 2010 Remaster,0.33899999999999997,0.611,209573,0.813,0.898,9,0.22399999999999998,-7.689,0,0.0279,140.112,0.821,4.1
David Bowie,Station to Station - 2016 Remaster,0.11699999999999999,0.47,617720,0.728,0.000886,7,0.0426,-12.030999999999999,1,0.0942,121.346,0.6409999999999999,4.14
Pixies,Monkey Gone to Heaven,0.0167,0.652,177467,0.38799999999999996,0.0007599999999999999,6,0.32,-12.029000000000002,0,0.0302,116.43299999999999,0.595,4.09
Four Tops,Reach Out I'll Be There,0.0253,0.607,178533,0.599,0.0,3,0.188,-8.908,0,0.0282,119.84200000000001,0.735,4.1
The Cure,Disintegration - 2010 Remaster,0.308,0.593,499973,0.943,0.0284,2,0.366,-5.9479999999999995,1,0.0568,122.02,0.125,4.21
Various Artists,Miserlou,0.0102,0.402,133760,0.94,0.6409999999999999,4,0.433,-4.262,1,0.0512,86.31,0.591,4.1
The Beatles,Hey Jude - Remastered 2015,0.0112,0.386,425653,0.607,1.3800000000000007e-05,10,0.08800000000000001,-7.7,1,0.0261,147.207,0.532,4.03
The Microphones,The Moon,0.395,0.201,316640,0.718,0.789,7,0.135,-9.821,1,0.0657,149.734,0.159,4.12
The Kinks,The Village Green Preservation Society - 2018 Stereo Remaster,0.23399999999999999,0.557,171693,0.948,0.0,7,0.0658,-7.1679999999999975,1,0.0597,97.425,0.642,4.11
Simon & Garfunkel,The Boxer,0.7020000000000001,0.439,308520,0.488,0.000339,11,0.16,-14.464,1,0.0615,93.01700000000001,0.629,4.1
The Rolling Stones,She's A Rainbow - Full Version / With Intro,0.441,0.44799999999999995,251760,0.7829999999999999,0.0148,10,0.33899999999999997,-9.03,1,0.0381,109.24600000000001,0.51,4.06
The Beatles,"Hello, Goodbye - Remastered 2009",0.306,0.479,208840,0.733,2.4e-05,0,0.414,-8.753,1,0.0256,99.307,0.8059999999999999,4.07
Fleetwood Mac,Dreams - 2004 Remaster,0.0644,0.828,257800,0.4920000000000001,0.00428,0,0.128,-9.744,1,0.0276,120.15100000000001,0.789,4.09
The Rolling Stones,Jumpin' Jack Flash - Mono,0.0362,0.596,219467,0.9009999999999999,0.7490000000000001,3,0.0698,-7.3729999999999976,1,0.0482,137.359,0.621,4.08
Sufjan Stevens,Should Have Known Better,0.9790000000000001,0.5710000000000001,307698,0.172,0.275,7,0.124,-20.7,1,0.0318,90.97200000000001,0.297,4.1
The Karaoke Machine,See Emily Play (Pink Floyd Karaoke Tribute),0.24600000000000002,0.618,163828,0.6940000000000001,0.7290000000000001,2,0.126,-8.68,1,0.0293,124.01299999999999,0.32,4.07
Bob Dylan,Tangled up in Blue,0.414,0.42100000000000004,341627,0.6609999999999999,1.16e-06,9,0.0962,-13.126,1,0.0433,100.965,0.5539999999999999,4.07
