,artist,track,date,rating,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
38,Foo Fighters,Arlandria,18 September ,3.55,0.632,0.734,9,-5.179,1,0.0375,0.000128,1.05e-05,0.337,0.645,116.336,267560
39,Austra,Lose It,9 May ,3.43,0.596,0.554,5,-7.176,1,0.0266,0.331,0.0862,0.126,0.494,138.015,270707
40,Anna Calvi,Desire,31 May ,3.58,0.434,0.883,8,-5.043,1,0.051,0.0674,0.0,0.0792,0.259,123.994,231400
41,Cage the Elephant,Aberdeen,11 January ,3.5,0.154,0.972,7,-3.626,1,0.111,0.000913,0.247,0.368,0.213,205.467,192920
42,Manchester Orchestra,Simple Math,16 April ,3.8,0.335,0.468,1,-7.918,1,0.0333,0.0105,5.09e-05,0.103,0.34,133.904,304080
43,Craft Spells,After the Moment,1 February ,3.54,0.609,0.874,9,-3.889,1,0.0293,0.0263,4.99e-05,0.328,0.744,112.011,240608
44,Mastodon,Deathbound,28 June ,3.42,0.358,0.994,10,-4.14,0,0.144,1.42e-05,0.548,0.0271,0.0613,130.39,168107
45,Arcade Fire,Speaking in Tongues,2011,3.46,0.579,0.684,6,-7.965,1,0.027,0.00879,0.43,0.0744,0.474,146.007,232333
46,SBTRKT,Wildfire,23 May ,3.38,0.835,0.481,0,-7.188,0,0.387,0.0308,0.000501,0.0896,0.34,139.581,201000
47,The Cars,Sad Song,22 March ,3.57,0.654,0.899,2,-4.46,1,0.0365,0.000539,6.94e-06,0.169,0.901,132.018,218147
48,:Of the Wand & the Moon:,Shine Black Algiz,March ,3.61,0.359,0.661,9,-5.545,0,0.0296,0.0435,0.000218,0.189,0.314,141.715,172453
49,Portugal. The Man,Got It All,17 May ,3.57,0.427,0.919,9,-4.121,1,0.0601,0.195,0.00368,0.0886,0.385,151.084,225773
50,Miles Kane,Come Closer,21 February ,3.51,0.511,0.696,6,-5.157,0,0.0421,0.0272,0.000249,0.0875,0.788,164.614,179240
51,Jamie Woon,Lady Luck,11 April ,3.39,0.856,0.537,1,-10.04,0,0.0541,0.231,0.000344,0.0844,0.638,100.389,248307
52,Cee Lo Green,Bright Lights Bigger City,25 March ,3.33,0.632,0.749,4,-5.125,1,0.0294,0.000282,1.31e-05,0.73,0.702,108.994,218280
53,Charlotte Gainsbourg,Anna,14 November ,3.74,0.642,0.762,1,-7.751,0,0.0338,0.102,0.77,0.131,0.545,75.996,158373
54,Dirty Beaches,Lone Runner,18 October ,3.43,0.56,0.53,7,-5.376,0,0.0357,0.619,0.138,0.11,0.136,110.926,270467
55,Young the Giant,My Body,January ,3.41,0.488,0.909,10,-6.591,1,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,244400
56,R.E.M.,We All Go Back to Where We Belong,18 October ,3.49,0.53,0.666,0,-5.063,1,0.0278,0.274,0.000126,0.2,0.508,122.948,215293
57,Killing Joke,European Super State,9 May ,3.62,0.571,0.886,11,-5.501,0,0.0386,0.0541,3.78e-05,0.104,0.398,126.012,282320
58,Kasabian,Days Are Forgotten,12 August ,3.34,0.587,0.958,9,-5.525,1,0.0885,0.00127,0.000402,0.142,0.292,105.008,302613
59,Car Seat Headrest,Sunburned Shirts,2011,3.62,0.268,0.721,7,-6.776,1,0.05,0.00186,0.749,0.393,0.305,120.26,245773
60,Pendulum,Crush,16 January ,3.57,0.418,0.906,2,-3.754,1,0.0368,1.34e-05,0.0216,0.164,0.164,173.998,253707
61,Wilco,Born Alone,19 August ,3.45,0.62,0.735,10,-6.917,1,0.0352,0.00128,0.262,0.146,0.718,119.994,235080
62,Anthrax,Fight 'Em 'Til You Can't,24 June ,3.29,0.477,0.951,10,-4.26,0,0.158,1.89e-05,0.442,0.381,0.484,183.132,348440
63,Drake,Club Paradise,11 September ,3.41,0.338,0.729,6,-6.419,0,0.102,0.758,3.24e-05,0.18,0.543,184.174,283816
64,Patrick Wolf,House,22 April ,3.42,0.541,0.843,5,-5.981,1,0.0387,0.216,0.0116,0.253,0.381,119.122,211333
65,HyunA,Bubble Pop!,5 July ,3.28,0.833,0.872,10,-4.658,0,0.0578,0.0731,0.000839,0.292,0.774,145.973,212271
66,Manic Street Preachers,Postcards From a Young Man,28 February ,3.45,0.31,0.846,5,-4.429,1,0.0377,0.00043,1.95e-05,0.202,0.516,130.217,216013
67,Koreless,4D,21 March ,3.25,0.412,0.386,5,-10.84,0,0.0591,0.406,0.977,0.124,0.0721,177.643,199308
68,Florrie,I Took a Little Something,18 July ,3.52,0.633,0.936,5,-5.162,1,0.0868,0.00654,0.0173,0.176,0.546,122.005,251996
69,Princess Chelsea,The Cigarette Duet,13 June ,3.34,0.354,0.538,0,-7.97,0,0.0279,0.348,0.00141,0.094,0.183,104.968,260014
70,2:54,Scarlet,14 November ,3.49,0.526,0.67,2,-7.459,0,0.0268,0.0496,0.0148,0.272,0.235,80.383,280293
71,Nero,Guilt,22 April ,3.17,0.209,0.85,5,-4.491,0,0.0696,0.0062,1.64e-06,0.144,0.145,139.732,284120
72,SebastiAn,Embody,4 April ,3.31,0.341,0.83,6,-2.526,0,0.255,0.243,0.005,0.633,0.711,103.855,225627
73,EMA,California,2011,3.37,0.178,0.461,5,-7.295,1,0.0318,0.326,0.549,0.0993,0.206,86.103,275267
74,Tennis,Origins,6 December ,3.48,0.578,0.825,5,-4.659,0,0.0284,0.0463,0.0201,0.162,0.951,113.907,208139
75,Amy Winehouse,Our Day Will Come,4 December ,3.29,0.705,0.634,5,-6.083,0,0.0282,0.0405,3.53e-05,0.349,0.639,98.008,169373
76,R.E.M.,Mine Smell Like Honey,18 January ,3.24,0.281,0.841,4,-2.437,1,0.0436,1.17e-05,0.906,0.074,0.506,78.857,192573
77,Ice Choir,Two Rings,15 November ,3.61,0.519,0.833,6,-7.137,0,0.029,1.68e-05,0.182,0.126,0.313,112.013,247680
78,Los Campesinos!,By Your Hand,6 September ,3.48,0.316,0.906,0,-4.536,0,0.076,0.179,0.0,0.33,0.522,177.45,247320
79,Eleanor Friedberger,My Mistakes,27 April ,3.63,0.734,0.769,5,-6.315,1,0.0323,0.00132,0.0714,0.37,0.809,135.009,268907
80,Flume,Sleepless,1 August ,3.26,0.53,0.688,9,-7.482,0,0.169,0.0335,4.91e-05,0.0886,0.389,175.13,209377
81,Nero,Promises,24 July ,3.16,0.527,0.819,9,-3.374,0,0.0422,0.00298,0.000152,0.0606,0.143,140.02,268707
82,Jane's Addiction,Irresistible Force,3 August ,3.33,0.426,0.819,3,-4.893,0,0.0396,0.000662,0.346,0.113,0.559,170.501,240749
83,The Vaccines,Wetsuit,5 December ,3.28,0.474,0.742,5,-6.233,1,0.0324,0.00444,0.00666,0.166,0.233,120.744,230240
84,Chapel Club,Blind,16 May ,3.7,0.505,0.829,7,-4.166,1,0.046,3.81e-05,0.00254,0.104,0.203,114.969,256147
85,Holy Ghost!,Do It Again,25 January ,3.44,0.688,0.812,11,-6.084,1,0.0393,0.116,0.00282,0.104,0.134,96.97,253426
86,Matt Elliott,Dust Flesh and Bones,14 October ,3.63,0.375,0.383,4,-11.517,0,0.0328,0.952,0.9,0.11,0.182,122.078,556653
87,Antony and the Johnsons,Swanlights,26 April ,3.22,0.134,0.162,1,-13.219,1,0.0349,0.933,0.16,0.0805,0.0576,66.539,438147
88,Bongripper,Sex Tape,May ,3.29,0.215,0.599,5,-9.198,1,0.0381,3.24e-06,0.743,0.103,0.154,132.365,252998
89,Ladytron,Ambulances,21 June ,3.32,0.605,0.736,1,-7.083,1,0.0354,0.0129,0.00643,0.248,0.233,124.016,258173
90,Beady Eye,The Roller,24 January ,3.17,0.48,0.927,6,-2.209,0,0.0416,0.000175,0.674,0.361,0.598,115.909,215014
91,Miguel,Sure Thing,2011,3.29,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.504,81.0,195373
92,Ulver,February MMX,28 February ,3.15,0.544,0.727,1,-8.313,1,0.0362,0.0177,0.00685,0.163,0.395,78.994,250923
93,Awolnation,Not Your Fault,2011,3.38,0.597,0.733,5,-5.238,1,0.0348,0.000775,0.0,0.0612,0.639,144.028,242471
94,Motorama,Empty Bed,8 November ,3.44,0.532,0.746,0,-6.853,1,0.0272,0.0292,0.948,0.117,0.364,147.997,208000
95,Black Lips,New Direction,16 May ,3.71,0.419,0.949,6,-4.253,1,0.0753,0.00673,0.0,0.301,0.868,183.979,149773
96,Evanescence,My Heart Is Broken,11 November ,3.19,0.465,0.92,6,-4.368,1,0.084,6.38e-05,0.0527,0.562,0.233,96.433,269160
97,FaltyDL,Hip Love,14 February ,3.21,0.778,0.564,3,-10.606,0,0.294,0.0482,0.0536,0.089,0.509,131.961,289640
98,Adele,Someone Like You,25 February ,3.37,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,285040
99,AlunaGeorge,Analyser,2 May ,3.28,0.791,0.552,10,-6.865,1,0.0969,0.223,0.0349,0.085,0.615,114.991,174261
100,Michael Kiwanuka,Tell Me a Tale,2011,3.81,0.232,0.577,4,-8.79,0,0.0331,0.452,1.05e-06,0.0896,0.669,65.195,252213
101,Chief Keef,Bang,5 August ,3.17,0.758,0.774,1,-6.44,0,0.252,0.0402,0.0,0.071,0.609,129.773,196494
102,BRAIDS,Lemonade,4 April ,3.88,0.462,0.636,7,-9.536,1,0.0368,0.553,0.921,0.231,0.277,151.046,406360
103,Common,Blue Sky,7 October ,3.41,0.387,0.775,3,-5.349,0,0.0515,0.0933,0.0,0.352,0.162,122.43,243933
104,Cut Copy,Take Me Over,24 January ,3.13,0.665,0.791,1,-5.22,1,0.0387,0.0164,0.356,0.602,0.659,119.997,350093
105,Lamb of God,Hit the Wall,15 February ,3.37,0.285,0.989,6,-3.3,0,0.132,2.53e-05,0.0498,0.365,0.0974,116.141,217480
106,The Black Keys,Ohio,2011,3.25,0.428,0.813,11,-6.808,0,0.252,0.1,0.000465,0.113,0.351,153.657,268537
107,The Kooks,Junk of the Heart,11 July ,3.18,0.604,0.894,2,-5.0,1,0.037,0.0212,0.0,0.0299,0.901,145.014,187253
108,Secret,Shy Boy,6 January ,3.08,0.658,0.817,0,-3.447,1,0.218,0.106,0.0,0.0217,0.855,174.004,218084
109,Adele,Set Fire to the Rain,4 July ,2.89,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693
110,Orbital,Never,25 October ,3.49,0.64,0.434,0,-10.459,1,0.033,0.14,0.768,0.126,0.766,130.033,283867
111,Blouse,Videotapes,1 November ,3.52,0.366,0.831,0,-6.477,1,0.0391,0.0009,0.694,0.0974,0.36,143.021,180816
112,Of Monsters and Men,Little Talks,20 December ,2.92,0.446,0.757,1,-5.177,1,0.0322,0.0206,0.0,0.146,0.421,102.88,266600
113,Eagulls,Council Flat Blues,14 February ,3.59,0.182,0.912,4,-5.287,1,0.07,4.34e-06,0.93,0.147,0.0733,121.81,282890
114,Russian Red,I Hate You But I Love You,22 March ,3.26,0.561,0.563,2,-5.866,1,0.0273,0.155,0.0,0.094,0.382,98.018,180653
115,Veronica Maggio,Jag kommer,11 February ,3.12,0.572,0.865,3,-6.354,1,0.0792,0.00569,3.27e-05,0.178,0.866,151.057,202747
116,Birdy,People Help the People,28 October ,3.05,0.407,0.308,10,-9.001,0,0.0296,0.778,1.46e-05,0.092,0.153,73.254,256236
117,Black Lips,Modern Art,6 April ,3.53,0.408,0.982,2,-4.252,1,0.0596,0.0569,0.0,0.301,0.797,179.076,124147
118,Gruff Rhys,Honey All Over,23 May ,3.52,0.578,0.719,2,-7.277,1,0.032,0.285,2.12e-05,0.113,0.622,113.957,195987
119,Nick Waterhouse,Is That Clear,2011,3.93,0.424,0.859,2,-6.839,1,0.152,0.515,2.26e-05,0.0851,0.731,91.332,144000
120,Anaal Nathrakh,Man at C&A,2011,3.82,0.273,0.863,7,-3.591,1,0.118,2.02e-05,0.676,0.0441,0.123,139.516,250429
121,The Cinematic Orchestra,Manhatta,13 September ,3.51,0.171,0.175,7,-13.109,0,0.0345,0.884,0.844,0.355,0.0376,89.57,672230
122,Genius of Time,Drifting Back,2011,3.16,0.81,0.821,1,-6.175,0,0.101,0.0221,0.89,0.0635,0.684,117.001,396044
123,Thrice,Promises,2011,3.59,0.396,0.9,2,-2.907,1,0.0542,0.00287,0.00486,0.0913,0.392,156.964,249467
124,Tycho,Dive,1 November ,3.35,0.629,0.802,6,-8.32,0,0.102,0.0152,0.918,0.388,0.578,140.067,499791
125,Ace Hood,Hustle Hard,1 March ,3.01,0.831,0.74,1,-3.723,1,0.152,0.00557,0.0,0.302,0.21,140.041,285693
126,Paramore,Hello Cold World,7 November ,3.2,0.519,0.913,8,-2.775,1,0.0495,2.21e-05,0.0163,0.248,0.716,75.004,203111
127,Anna Calvi,Wolf Like Me,5 December ,3.63,0.366,0.509,8,-7.697,0,0.0362,0.787,0.0816,0.102,0.134,91.476,265702
128,The Airborne Toxic Event,Changing,1 February ,3.19,0.613,0.913,8,-4.26,1,0.0545,0.0186,0.0,0.084,0.641,102.524,200053
129,Matt Berry,Take My Hand,25 April ,3.67,0.567,0.592,0,-6.348,1,0.0311,0.432,7.25e-05,0.129,0.316,120.05,190587
130,Radiohead,Feral,1 August ,3.01,0.49,0.777,7,-11.521,1,0.0974,0.00101,0.898,0.0896,0.729,135.991,192743
131,Amanda Mair,Doubt,31 October ,3.49,0.61,0.815,4,-6.032,0,0.035,0.133,0.0714,0.0878,0.661,119.936,209053
132,Opeth,Slither,2011,3.31,0.562,0.846,11,-8.483,0,0.0737,0.00477,0.477,0.329,0.195,119.948,239827
133,Fanfarlo,Deconstruction,14 October ,3.5,0.49,0.824,2,-7.608,1,0.0907,0.0377,0.187,0.0523,0.13,175.002,297387
134,Friendzone,Follow Me,20 September ,3.25,0.595,0.781,5,-4.959,0,0.0272,0.000202,0.847,0.121,0.306,140.005,236571
135,The Smashing Pumpkins,The Fellowship,12 January ,3.09,0.454,0.948,5,-6.428,0,0.0475,0.000291,0.196,0.118,0.406,139.272,230574
136,Daphni,Ahora,31 October ,3.37,0.752,0.68,6,-8.483,0,0.0494,0.0012,0.949,0.335,0.529,120.041,346547
137,The Subways,We Don't Need Money To Have A Good Time,19 August ,3.5,0.536,0.917,10,-2.733,0,0.0353,6.66e-05,0.000218,0.334,0.707,100.973,192840
138,Ghostface Killah,2getha Baby,26 January ,3.43,0.55,0.868,11,-2.003,1,0.0819,0.341,0.0,0.372,0.688,99.793,181227
139,Drake,Make Me Proud,21 October ,2.89,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,219893
140,Lando Kal,Further,May ,3.26,0.826,0.645,1,-10.82,0,0.249,0.175,0.169,0.197,0.311,135.05,285366
141,36,Reunion,July ,3.37,0.102,0.31,5,-13.303,1,0.0422,0.967,0.961,0.0523,0.0317,91.364,341333
142,Shlohmo,Places,15 March ,3.61,0.356,0.469,6,-8.403,0,0.12,0.361,0.882,0.396,0.231,85.228,302211
143,Apparat,Black Water,1 August ,3.25,0.174,0.568,2,-10.854,1,0.0537,0.241,0.557,0.0945,0.0933,179.499,293755
144,36,Cocoon,30 March ,3.29,0.0745,0.299,4,-19.434,0,0.0442,0.935,0.926,0.139,0.0388,81.333,371027
145,Rival Sons,All Over the Road,2011,3.82,0.382,0.858,9,-3.933,1,0.0389,0.000395,0.153,0.0867,0.594,110.045,174253
146,Kate Bush,Deeper Understanding,5 April ,2.94,0.491,0.443,5,-16.891,1,0.0354,0.414,0.351,0.251,0.544,155.772,284133
147,Ford & Lopatin,Emergency Room,April ,3.13,0.696,0.83,8,-3.795,0,0.031,0.00588,0.000118,0.115,0.968,120.022,213000
148,Joy Division,Ceremony,16 April ,3.94,0.332,0.895,5,-11.326,1,0.033,8.2e-05,0.611,0.346,0.534,139.355,232213
149,The Beach Boys,Heroes and Villains Part 1,1 November ,4.01,0.368,0.485,1,-6.585,1,0.0331,0.449,0.00123,0.0488,0.675,164.864,188507
150,Oneohtrix Point Never,Replica,11 October ,4.01,0.213,0.24,3,-13.011,1,0.0354,0.443,0.336,0.0496,0.28,82.655,275814
151,Queens of the Stone Age,Regular John,2011,4.13,0.342,0.938,5,-6.368,1,0.0325,0.0194,0.127,0.274,0.758,145.546,277808
152,PJ Harvey,Let England Shake,2011,3.82,0.363,0.591,5,-8.226,1,0.0348,0.428,0.00081,0.212,0.139,162.31,189280
153,Sleigh Bells,Rill Rill,18 February ,3.85,0.468,0.812,1,-3.44,0,0.0491,0.0372,1.46e-06,0.0688,0.789,72.987,229893
154,Cass McCombs,County Line,25 May ,3.79,0.58,0.152,2,-13.395,1,0.0382,0.705,0.0212,0.111,0.323,124.76,337227
155,Coaltar of the Deepers,Dear Future,31 August ,3.79,0.44,0.802,11,-6.117,0,0.0408,0.0157,0.686,0.249,0.443,125.995,309507
156,Kurt Vile,Jesus Fever,31 January ,3.73,0.625,0.867,0,-6.534,0,0.0454,0.00724,0.816,0.128,0.502,128.102,226120
157,The Rapture,How Deep Is Your Love?,13 June ,3.62,0.469,0.823,9,-3.948,0,0.0583,0.000613,0.000829,0.185,0.136,122.316,387640
158,Noel Gallagher's High Flying Birds,If I Had a Gun...,14 October ,3.64,0.295,0.754,6,-3.16,0,0.0349,0.0465,0.0514,0.164,0.18,152.465,249107
159,King Krule,The Noose of Jah City,2011,3.77,0.581,0.509,4,-8.999,1,0.0338,0.813,0.0127,0.0874,0.0368,109.0,241360
160,Gang Gang Dance,Glass Jar,4 April ,3.58,0.172,0.725,6,-7.596,0,0.0407,0.000142,0.101,0.181,0.113,166.439,681920
161,Makthaverskan,Antabus,13 May ,3.89,0.167,0.838,2,-5.359,1,0.0483,0.0207,0.00625,0.44,0.231,171.69,198360
162,Noel Gallagher's High Flying Birds,The Death of You and Me,21 August ,3.55,0.541,0.801,8,-3.794,0,0.0273,0.223,0.000109,0.246,0.307,105.98,209267
163,Fleet Foxes,Battery Kinzie,2011,3.64,0.595,0.635,7,-6.241,1,0.0266,0.207,5.44e-05,0.105,0.877,138.96,169000
164,Guided by Voices,We Won't Apologize for the Human Race,22 November ,3.65,0.354,0.702,9,-5.809,1,0.0294,0.132,0.000443,0.344,0.712,107.286,241747
165,Reks,25th Hour,25 January ,3.6,0.675,0.861,9,-5.754,1,0.266,0.0282,4.01e-05,0.326,0.902,94.144,252493
166,Girls,Honey Bunny,10 October ,3.48,0.33,0.594,1,-10.384,0,0.031,0.00018,0.2,0.208,0.424,141.404,153813
167,Anathema,Dreaming Light,4 July ,3.63,0.193,0.338,6,-9.541,1,0.0281,0.389,0.0183,0.292,0.0396,77.716,349067
168,Four Tet,Pinnacles,March ,3.46,0.718,0.767,2,-12.314,1,0.0493,0.257,0.155,0.238,0.502,126.018,500552
169,Orchestral Manoeuvres in the Dark,History of Modern,28 February ,3.66,0.596,0.782,2,-6.157,1,0.029,0.00208,0.0753,0.133,0.5,123.981,280667
170,Beastie Boys,Make Some Noise,16 April ,3.53,0.712,0.887,2,-5.049,1,0.144,0.0192,1.11e-05,0.0597,0.63,98.036,210360
171,Queens of the Stone Age,How to Handle a Rope,28 February ,3.76,0.344,0.986,3,-3.903,0,0.0966,0.000122,0.454,0.401,0.185,143.03,211387
172,The Vaccines,If You Wanna,21 March ,3.43,0.352,0.866,2,-3.274,1,0.0392,3.03e-05,2.92e-05,0.295,0.544,165.209,174013
173,Elbow,Neat Little Rows,28 February ,3.51,0.411,0.615,0,-3.097,1,0.0258,0.0135,4.42e-06,0.103,0.241,130.316,339960
174,Lemon Demon,Goosebumps,30 May ,4.13,0.523,0.622,0,-9.171,1,0.0348,0.309,0.0,0.648,0.537,97.988,149056
175,Purity Ring,Ungirthed,14 January ,3.42,0.847,0.741,9,-5.45,0,0.131,0.0512,0.000459,0.132,0.6,126.995,168907
176,The Antlers,No Widows,2011,3.7,0.577,0.609,4,-8.752,0,0.0277,0.163,0.434,0.093,0.606,129.011,317852
177,The Weeknd,Initiation,October ,3.38,0.659,0.526,1,-7.318,1,0.14,0.45,0.0,0.292,0.495,139.748,260693
178,Jay-Z,Gotta Have It,6 December ,3.56,0.74,0.574,4,-6.938,1,0.245,0.411,0.0,0.262,0.33,149.762,140747
179,Dum Dum Girls,Coming Down,27 September ,3.57,0.167,0.604,2,-4.549,1,0.0385,0.00628,0.00931,0.259,0.228,136.102,390000
180,Mastodon,Black Tongue,25 July ,3.35,0.216,0.969,2,-4.299,1,0.145,3.36e-06,0.608,0.107,0.201,146.864,207320
181,Chairlift,Sidewalk Safari,18 October ,3.46,0.488,0.891,11,-5.468,0,0.0543,0.0482,0.0135,0.106,0.659,175.305,229427
182,Nas,Nasty,14 June ,3.35,0.953,0.636,1,-6.318,1,0.255,0.0157,0.0,0.105,0.342,127.011,91755
183,Robyn,Love Kills,22 August ,3.41,0.666,0.912,0,-5.732,1,0.0837,0.00252,3.18e-05,0.394,0.596,122.018,268387
184,Atlas Sound,Terra Incognita,25 August ,3.41,0.385,0.327,0,-14.352,1,0.0429,0.759,0.728,0.371,0.301,79.968,384627
185,Tindersticks,Slippin' Shoes,12 December ,3.76,0.66,0.527,10,-7.896,0,0.0317,0.803,0.111,0.122,0.64,115.109,272760
186,Radiohead,Little by Little,4 July ,3.23,0.619,0.886,4,-8.423,0,0.0376,0.427,0.411,0.212,0.604,115.625,267154
187,Thrice,Yellow Belly,19 July ,3.59,0.422,0.982,4,-3.049,1,0.152,0.000279,6.02e-06,0.0925,0.203,143.98,237987
188,Trivium,Forsake Not the Dream,2011,4.0,0.543,0.977,1,-4.151,0,0.0801,0.000101,0.345,0.0611,0.493,113.005,320680
189,Primus,Tragedy's A'Comin,2011,3.73,0.714,0.965,9,-4.579,0,0.0556,0.00798,0.454,0.0512,0.814,114.046,292360
190,Rustie,All Nite,August ,3.28,0.605,0.913,6,-5.028,1,0.0477,0.00115,0.353,0.111,0.759,143.917,188373
191,Keaton Henson,You Don't Know How Lucky You Are,5 September ,3.64,0.389,0.314,2,-8.559,1,0.0345,0.772,0.576,0.109,0.107,95.641,228080
192,Shackleton,Deadman,2011,3.32,0.735,0.684,1,-9.75,1,0.0964,0.0874,0.742,0.214,0.176,134.988,427171
