,artist,track,date,rating,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
73,Mumford & Sons,Winter Winds,7 December ,3.15,0.324,0.494,7,-7.274,1,0.0319,0.221,0.0,0.347,0.39,125.766,219680
74,Gucci Mane,Wasted,15 September ,3.19,0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093,249840
75,The Rifles,The General,23 March ,3.84,0.469,0.346,0,-9.524,1,0.0313,0.443,2.61e-06,0.129,0.328,124.38,229480
76,Natalie Imbruglia,Want,28 September ,3.27,0.635,0.672,8,-6.592,0,0.0351,0.0167,0.00238,0.124,0.348,128.012,259787
77,Mariah Carey,H.A.T.E.U.,November ,3.32,0.623,0.592,7,-6.985,0,0.031,0.29,0.0,0.0663,0.281,100.079,267627
78,Rihanna,Russian Roulette,20 October ,2.95,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,227533
79,Voxtrot,Trepanation Party,16 March ,3.44,0.637,0.84,7,-7.973,1,0.0338,0.0013,0.000132,0.346,0.703,108.099,331333
80,The Naked and Famous,All of This,4 November ,3.52,0.563,0.959,11,-4.981,0,0.0728,0.000158,0.00053,0.0728,0.603,152.004,235400
81,Richard Hawley,Open Up Your Door,30 November ,3.7,0.412,0.21,2,-12.465,0,0.028,0.535,0.0139,0.338,0.149,71.043,283120
82,Richard Hawley,For Your Lover Give Some Time,7 September ,3.75,0.442,0.0874,6,-19.947,0,0.0319,0.928,0.00333,0.134,0.156,141.833,338893
83,Raphael Saadiq,Never Give You Up,2009,3.64,0.654,0.775,10,-5.281,0,0.0545,0.0401,6.9e-06,0.146,0.689,87.962,252947
84,Expo '70,Sunglasses,13 January ,3.62,0.165,0.0733,0,-6.995,1,0.0517,0.000728,0.91,0.0848,0.0255,114.705,318344
85,Matt and Kim,Daylight,18 April ,3.03,0.57,0.798,9,-4.92,1,0.0323,0.102,0.000128,0.178,0.671,103.303,171333
86,Rose Elinor Dougall,Start,8 June ,3.52,0.569,0.654,7,-11.187,1,0.0316,0.000238,0.0053,0.1,0.325,122.442,276000
87,Akron/Family,Everyone Is Guilty,18 April ,3.55,0.366,0.841,9,-4.473,1,0.0809,0.00179,0.00737,0.35,0.0741,104.191,357880
88,Major Lazer,Hold the Line,26 May ,3.18,0.665,0.826,11,-5.589,1,0.289,0.737,0.0116,0.112,0.673,155.942,218973
89,Kings of Leon,Notion,29 June ,2.99,0.433,0.887,4,-5.111,1,0.047,0.00597,2.87e-05,0.119,0.426,142.968,180840
90,M. Ward,Hold Time,2009,3.54,0.166,0.37,3,-10.935,1,0.0341,0.231,0.456,0.137,0.118,112.442,185000
91,Rihanna,Wait Your Turn,3 November ,3.05,0.415,0.704,7,-4.883,0,0.0604,0.0777,0.0,0.36,0.451,139.822,226560
92,Andrew Bird,Anonanimal,13 October ,3.52,0.393,0.478,7,-11.139,1,0.0384,0.778,0.0452,0.383,0.58,163.779,287053
93,The Futureheads,Struck Dumb,2 December ,3.81,0.388,0.888,7,-3.155,0,0.069,0.000595,4.82e-06,0.366,0.623,155.848,170422
94,Jamie Cullum,Gran Torino,20 January ,3.37,0.391,0.212,1,-13.887,1,0.0379,0.971,0.0,0.125,0.234,68.355,272600
95,Shinedown,Sound of Madness,2009,3.04,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,233987
96,Jay Reatard,Hang Them All,18 April ,3.22,0.315,0.791,4,-6.982,1,0.0643,0.0389,0.000449,0.279,0.378,117.836,219547
97,Placebo,The Never-Ending Why,7 September ,3.17,0.524,0.911,3,-5.738,1,0.0396,1.49e-05,0.00443,0.365,0.6,137.36,202573
98,Tori Amos,Welcome to England,25 May ,3.23,0.537,0.718,10,-7.231,1,0.0295,0.32,0.00163,0.0985,0.627,145.976,244880
99,Jay-Z,Run This Town,2 August ,2.88,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,267520
100,IAMX,The Great Shipwreck of Life,18 May ,3.61,0.583,0.893,1,-2.164,1,0.0322,0.0069,0.0,0.121,0.394,119.918,256507
101,Lights,Ice,2009,3.17,0.669,0.563,9,-6.96,0,0.0382,0.00463,0.0,0.33,0.485,133.983,211027
102,Drake,Forever,27 August ,2.85,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158.423,357347
103,Dananananaykroyd,Black Wax,23 March ,3.48,0.515,0.935,9,-3.522,1,0.129,0.114,0.0,0.165,0.369,137.026,243360
104,Casiokids,Finn bikkjen,3 August ,3.83,0.694,0.766,0,-6.853,1,0.0376,0.00355,0.341,0.219,0.746,136.856,315947
105,Bruno Pronsato,The Make Up The Break Up,August ,3.44,0.773,0.327,7,-15.881,1,0.0526,0.039,0.883,0.123,0.116,126.012,2319647
106,No Joy,No Joy,15 December ,3.46,0.395,0.56,4,-7.177,1,0.123,0.0246,2.65e-06,0.132,0.48,164.009,197947
107,Apparatjik,Electric Eye,30 November ,3.86,0.259,0.723,2,-9.15,1,0.0381,0.0962,0.377,0.139,0.129,130.004,364067
108,Andy Stott,Night Jewel,19 October ,3.29,0.743,0.674,6,-9.054,0,0.0658,0.00462,0.923,0.0857,0.462,121.992,409200
109,French Montana,New York Minute,2009,3.75,0.619,0.934,11,-3.41,0,0.226,0.471,0.0,0.912,0.551,86.465,163693
110,Azari & III,Hungry for the Power,12 October ,3.37,0.867,0.658,9,-7.634,1,0.0676,0.00541,0.0103,0.228,0.717,124.027,406692
111,Adam Lambert,Mad World,2009,3.32,0.533,0.83,7,-5.416,1,0.038,0.379,0.0,0.953,0.156,114.126,174373
112,David Guetta,When Love Takes Over,21 April ,2.81,0.674,0.862,11,-4.614,1,0.0253,0.0157,0.000427,0.169,0.5,129.965,191000
113,Wolfmother,New Moon Rising,28 August ,3.05,0.575,0.92,11,-3.351,0,0.0517,5.75e-05,0.012,0.194,0.206,135.978,225493
114,Darwin Deez,Constellations,7 December ,3.44,0.513,0.487,8,-5.64,0,0.0361,0.00141,0.815,0.111,0.932,155.056,199333
115,Radiohead,Harry Patch,5 August ,2.76,0.0637,0.204,7,-15.124,1,0.0398,0.779,0.209,0.383,0.0559,69.495,332840
116,Heaven & Hell,Follow the Tears,2009,3.21,0.438,0.833,1,-5.665,1,0.0354,0.00205,0.00307,0.0988,0.417,136.019,369627
117,Dan Auerbach,"Heartbroken, In Disrepair",27 July ,3.57,0.6,0.9,5,-8.434,0,0.0457,0.00925,0.293,0.269,0.918,77.728,201280
118,Dream Theater,To Tame a Land,23 June ,3.14,0.22,0.903,2,-4.643,1,0.0546,0.00566,0.00544,0.12,0.257,94.232,435853
119,Art Brut,Alcoholics Unanimous,6 April ,3.18,0.307,0.838,6,-3.765,0,0.167,0.00527,0.000497,0.0456,0.561,178.41,217027
120,RJD2,A Beautiful Mine,25 August ,3.48,0.62,0.666,1,-11.865,1,0.11,0.294,0.907,0.18,0.0367,114.216,329093
121,Lady Gaga,LoveGame,23 March ,2.75,0.894,0.677,6,-5.618,0,0.0548,0.00562,2.63e-06,0.31,0.857,105.029,216333
122,Guido,Orchestral Lab,March ,3.24,0.743,0.435,9,-12.353,0,0.0489,0.0964,0.909,0.0857,0.558,139.957,224040
123,Yo La Tengo,Periodically Double or Triple,June ,3.24,0.884,0.521,7,-9.475,1,0.0648,0.0953,0.0751,0.0816,0.548,119.616,233067
124,The Rifles,The Great Escape,22 June ,3.91,0.525,0.948,11,-3.442,0,0.0388,0.0317,4.15e-05,0.189,0.663,140.967,205533
125,Taylor Swift,Love Story,13 February ,2.72,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,235267
126,Black Sun Empire,Hyper Sun,16 March ,3.44,0.635,0.804,0,-9.333,1,0.0663,0.00177,0.47,0.675,0.0536,140.0,306863
127,Rihanna,Hard,10 November ,2.79,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,250600
128,dredg,I Don't Know,5 May ,3.2,0.613,0.728,1,-5.453,1,0.0337,0.00539,5.46e-06,0.204,0.389,93.99,224960
129,Young Widows,King of the Back-Burners,7 April ,3.25,0.648,0.638,11,-7.348,0,0.0536,0.0217,0.0661,0.0603,0.359,131.974,181093
130,Engineers,Clean Coloured Wire,2009,3.39,0.376,0.911,4,-5.468,1,0.069,3.6e-06,0.763,0.0757,0.38,147.824,312347
131,Titus Andronicus,My Time Outside the Womb,9 March ,3.6,0.228,0.927,1,-3.256,1,0.125,0.00126,0.657,0.28,0.361,160.584,174760
132,Hechizeros Band,El Sonidito,2009,3.23,0.81,0.96,5,-4.97,1,0.0588,0.0686,0.235,0.0724,0.892,77.006,199893
133,Keri Hilson,Slow Dance,2009,3.16,0.685,0.597,7,-6.701,0,0.206,0.0102,0.000221,0.203,0.486,133.092,262520
134,Grizzly Bear,"Ready, Able",26 October ,3.8,0.432,0.458,0,-9.723,1,0.0399,0.23,0.719,0.111,0.232,152.572,257213
135,Jon Hopkins,Light Through the Veins,26 April ,3.84,0.448,0.67,1,-12.782,0,0.0307,0.289,0.943,0.122,0.0531,126.988,558493
136,Kanye West,Welcome to Heartbreak,18 May ,3.79,0.677,0.435,7,-11.024,0,0.033,0.0985,0.721,0.111,0.0729,95.991,262933
137,Atlas Sound,Walkabout,19 October ,3.77,0.536,0.922,2,-6.247,1,0.0667,0.0406,8.92e-05,0.214,0.353,121.977,238893
138,The Antlers,Sylvia,17 November ,3.69,0.353,0.754,4,-8.063,1,0.0505,0.622,0.799,0.297,0.232,109.949,327107
139,Silversun Pickups,Panic Switch,17 March ,3.73,0.163,0.885,5,-4.623,0,0.0725,0.000202,0.0121,0.228,0.549,198.556,343907
140,Metric,Help I'm Alive,16 March ,3.58,0.565,0.877,5,-4.561,0,0.0614,0.00813,0.00251,0.26,0.389,118.484,285920
141,HEALTH,Die Slow,7 April ,3.59,0.448,0.931,5,-5.673,1,0.0707,9.31e-06,0.686,0.596,0.325,100.962,192187
142,Marina & the Diamonds,Obsessions,16 February ,3.6,0.721,0.616,9,-6.795,0,0.0343,0.677,0.00124,0.0841,0.521,104.955,208133
143,A Place to Bury Strangers,In Your Heart,24 August ,3.68,0.115,0.722,9,-0.893,1,0.0538,5.72e-06,0.846,0.127,0.432,149.994,190253
144,Fever Ray,Triangle Walks,1 June ,3.6,0.582,0.716,10,-6.243,1,0.0465,0.527,0.28,0.112,0.786,179.937,262520
145,Fever Ray,Seven,29 September ,3.63,0.713,0.642,7,-6.187,0,0.0398,0.143,0.862,0.203,0.818,105.001,310347
146,Best Coast,Best Coast,2009,3.5,0.845,0.103,4,-17.548,0,0.726,0.318,0.841,0.0943,0.157,82.006,238315
147,Four Tet,Love Cry,2 November ,3.51,0.752,0.791,10,-12.4,0,0.0554,0.637,0.751,0.1,0.11,116.004,553500
148,The Pains of Being Pure at Heart,Higher Than the Stars,September ,3.67,0.395,0.881,4,-6.303,1,0.0375,9.44e-05,0.836,0.357,0.616,159.749,229027
149,Paramore,Brick by Boring Brick,23 November ,3.47,0.436,0.942,9,-2.206,1,0.0496,9.56e-05,0.000438,0.209,0.5,164.975,253947
150,Super Furry Animals,Inaugural Trams,12 March ,3.61,0.67,0.892,7,-6.854,1,0.0384,0.000313,0.00105,0.385,0.921,127.001,319733
151,Miami Horror,Sometimes,30 October ,3.6,0.581,0.861,7,-4.992,0,0.0334,0.0173,7.85e-05,0.175,0.45,124.992,253729
152,The Golden Filter,Solid Gold,11 February ,3.69,0.663,0.929,0,-1.091,1,0.0377,0.000555,0.336,0.0809,0.497,119.975,328320
153,Moderat,Rusty Nails,May ,3.53,0.741,0.87,11,-7.835,1,0.0679,0.0337,0.789,0.101,0.927,128.01,272200
154,Metric,Sick Muse,18 May ,3.52,0.432,0.963,9,-4.413,1,0.0901,0.00313,0.00355,0.286,0.46,149.01,257427
155,YUI,Again,3 June ,3.56,0.62,0.836,4,-4.27,0,0.0354,0.0427,0.0,0.337,0.546,140.073,255213
156,We Were Promised Jetpacks,Quiet Little Voices,4 May ,3.76,0.23,0.931,4,-4.313,1,0.0637,0.000214,0.0189,0.106,0.428,171.861,261427
157,Alice in Chains,Check My Brain,17 August ,3.39,0.44,0.844,10,-3.315,1,0.0461,3.28e-06,0.0514,0.723,0.304,113.989,237907
158,A Place to Bury Strangers,Missing You,April ,3.61,0.301,0.938,9,-4.008,1,0.0739,0.21,0.771,0.166,0.33,154.992,234429
159,Alicia Keys,Try Sleeping With a Broken Heart,13 November ,3.45,0.496,0.82,5,-5.155,1,0.112,0.158,0.246,0.13,0.549,110.977,249013
160,Metric,Gimme Sympathy,March ,3.56,0.47,0.886,9,-6.147,1,0.0752,0.00832,0.00164,0.11,0.119,139.046,234600
161,Glasvegas,Flowers & Football Tops,23 February ,3.53,0.321,0.807,7,-5.883,1,0.069,0.00185,0.255,0.133,0.0399,116.068,416520
162,Echo & The Bunnymen,Think I Need It Too,28 September ,3.58,0.388,0.791,0,-5.242,1,0.0581,0.0289,0.000591,0.125,0.227,133.0,221013
163,The xx,Basic Space,3 August ,3.33,0.94,0.208,9,-15.235,0,0.0853,0.21,0.085,0.105,0.148,115.872,188120
164,The Radio Dept.,David,24 June ,3.39,0.379,0.805,11,-4.906,1,0.0526,0.00115,0.841,0.187,0.643,176.033,211853
165,Noah and the Whale,The First Days of Spring,24 June ,3.66,0.168,0.543,0,-9.485,1,0.0387,0.00398,0.485,0.0946,0.151,177.753,399160
166,Paramore,Ignorance,7 July ,3.31,0.522,0.964,11,-2.645,0,0.095,0.00109,0.000389,0.0387,0.51,170.944,218627
167,Gang Gang Dance,First Communion,1 June ,3.42,0.467,0.956,7,-3.117,1,0.116,0.0731,0.00289,0.485,0.577,120.93,185200
168,Frankie Rose,Thee Only One,27 October ,3.52,0.167,0.778,2,-3.501,1,0.0514,2.21e-05,0.987,0.0968,0.303,89.627,145000
169,Passion Pit,To Kingdom Come,24 August ,3.4,0.538,0.804,11,-4.602,1,0.0291,0.00805,8.09e-06,0.148,0.718,91.99,247533
170,Rise Against,Hero of War,18 May ,3.28,0.645,0.417,4,-7.022,1,0.029,0.543,0.0,0.0982,0.256,77.054,253080
171,Friendly Fires,Kiss of Life,11 August ,3.48,0.554,0.922,6,-5.374,1,0.179,0.0499,8.66e-06,0.318,0.361,139.981,250333
172,Moby,Mistake,September ,3.69,0.599,0.7,4,-8.043,0,0.0328,0.00493,0.0821,0.0954,0.168,125.018,227227
173,The Whitest Boy Alive,1517,May ,3.8,0.784,0.539,11,-7.676,0,0.0406,0.317,0.377,0.0989,0.962,122.53,221227
174,Charlotte Gainsbourg,In the End,11 December ,3.62,0.608,0.243,6,-12.521,0,0.0305,0.505,6.17e-05,0.0996,0.351,108.031,119196
175,Laura Marling,Goodbye England,14 December ,3.5,0.376,0.237,2,-12.101,1,0.0343,0.67,0.00314,0.124,0.338,94.223,225167
176,Peter Doherty,Broken Love Song,3 August ,3.62,0.423,0.61,11,-5.3,0,0.0266,0.133,0.000102,0.115,0.282,102.159,225976
177,Pure X,Easy,2009,3.45,0.211,0.667,9,-6.897,1,0.0366,0.758,0.653,0.166,0.291,104.705,252000
178,Wolf Gang,The King and All of His Men,November ,3.71,0.519,0.9,6,-4.844,1,0.049,0.0126,5.46e-05,0.103,0.594,120.001,243773
179,V V Brown,Shark in the Water,8 June ,3.34,0.554,0.805,4,-3.128,1,0.0597,0.0279,0.0,0.359,0.697,98.981,184293
180,SALEM,Frost,15 September ,3.21,0.623,0.873,1,-7.568,1,0.0381,0.0601,0.844,0.169,0.281,122.014,206333
181,Young Money,Steady Mobbin',2009,3.32,0.488,0.691,0,-8.09,0,0.279,0.0219,0.0,0.501,0.697,156.141,310733
182,Delphic,Counterpoint,April ,3.44,0.273,0.982,10,-3.449,1,0.062,4.28e-05,0.212,0.171,0.66,140.001,378667
183,Wavves,So Bored,16 February ,3.19,0.355,0.873,9,2.017,1,0.0438,0.0522,0.873,0.101,0.258,79.995,193627
184,Dinosaur Jr.,I Want You to Know,2009,3.47,0.0822,0.947,2,-4.939,1,0.0774,0.0071,0.0257,0.193,0.311,173.75,270280
185,Megadeth,"1,320'",15 August ,3.4,0.198,0.989,11,-3.308,0,0.176,1e-05,0.235,0.444,0.204,175.847,229840
186,Kings of Leon,Revelry,2 March ,3.15,0.437,0.748,4,-6.593,1,0.0689,0.196,0.000328,0.158,0.383,149.834,201733
187,Crystal Stilts,Departure,9 February ,3.74,0.42,0.894,1,-3.535,0,0.0442,0.000114,0.787,0.134,0.663,167.069,268973
188,Bad Lieutenant,Sink or Swim,28 August ,3.48,0.512,0.92,4,-5.717,1,0.0331,0.00134,0.000206,0.277,0.448,135.033,254147
189,A Camp,Love Has Left the Room,27 April ,3.55,0.521,0.603,3,-5.271,1,0.027,0.0708,7.42e-05,0.158,0.37,113.92,218893
190,Skunk Anansie,Because of You,14 September ,3.49,0.516,0.893,7,-5.499,1,0.0415,1.14e-05,0.171,0.509,0.201,140.034,293373
191,fun.,All the Pretty Girls,4 August ,3.33,0.646,0.787,0,-4.654,1,0.0602,0.258,0.0,0.199,0.773,131.036,202893
