,artist,track,date,rating,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
45,Oasis,Who Feels Love?,17 April ,3.19,0.326,0.802,0,-5.714,1,0.0376,0.178,0.0569,0.235,0.318,152.892,344267
46,Jay-Z,Anything,2000,3.46,0.803,0.749,10,-5.953,1,0.219,0.0615,0.00327,0.0694,0.901,81.503,286333
47,Moloko,Pure Pleasure Seeker,24 July ,3.33,0.841,0.733,8,-6.459,1,0.0398,0.104,9.21e-05,0.0877,0.933,126.069,391000
48,Foo Fighters,Breakout,18 September ,3.23,0.421,0.938,11,-4.212,0,0.0522,5.18e-05,0.00291,0.124,0.427,156.794,200800
49,Everything but the Girl,Temperamental,2000,3.64,0.764,0.76,6,-9.352,1,0.0838,0.0485,0.107,0.0294,0.938,123.971,320400
50,Children of Bodom,Hate Me!,5 May ,3.23,0.439,0.977,2,-3.511,1,0.06,7.4e-05,0.496,0.113,0.415,93.985,284733
51,Cradle of Filth,Her Ghost in the Fog,2000,3.34,0.379,0.996,2,-3.023,0,0.285,0.00457,9.26e-06,0.0981,0.0386,128.049,384813
52,Mew,Her Voice Is Beyond Her Years,2000,3.47,0.484,0.801,0,-7.163,0,0.0381,0.00216,0.859,0.105,0.384,133.524,165987
53,Maxim,Carmen Queasy,8 August ,3.5,0.624,0.881,1,-6.361,1,0.0881,0.0559,0.0,0.0731,0.56,78.979,242000
54,Chicane,Autumn Tactics,16 October ,3.57,0.695,0.834,5,-9.873,1,0.0315,0.0919,0.0897,0.105,0.725,122.016,295798
55,Savage Garden,Affirmation,January ,3.19,0.481,0.782,8,-8.145,1,0.0717,0.0102,1.77e-06,0.127,0.648,169.985,295800
56,Wookie,Battle,July ,3.19,0.559,0.693,0,-7.975,0,0.0682,0.0213,0.000888,0.115,0.557,129.967,300500
57,Apocalyptica,Path,2000,3.5,0.409,0.563,8,-8.101,1,0.0322,0.000288,0.878,0.0744,0.329,105.08,186000
58,Eagle-Eye Cherry,Are You Still Having Fun?,2000,3.45,0.53,0.872,8,-5.618,0,0.0429,0.00173,5.83e-05,0.076,0.519,141.77,192160
59,Jean-Louis Murat,Au mont sans-souci,2000,3.8,0.599,0.25,9,-13.424,0,0.0316,0.734,0.00429,0.1,0.512,104.779,179307
60,Gorky's Zygotic Mynci,Poodle Rockin',February ,3.42,0.448,0.873,0,-7.051,1,0.0512,0.107,0.000517,0.2,0.543,123.332,176027
61,Lenny Kravitz,Again,14 November ,3.08,0.55,0.805,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.786,79.168,231667
62,Glassjaw,Pretty Lush,2000,3.45,0.342,0.953,9,-6.71,0,0.0878,2.29e-05,5.37e-06,0.197,0.276,93.395,179200
63,Q-Tip,Vivrant Thing,2000,3.2,0.914,0.698,9,-8.619,1,0.0541,0.00631,0.000295,0.0575,0.613,99.034,190440
64,Augie March,The Hole in Your Roof,July ,3.65,0.393,0.392,6,-10.898,1,0.0273,0.123,0.696,0.0826,0.0367,96.211,432667
65,Ian Brown,Golden Gaze,5 June ,3.54,0.574,0.82,4,-4.859,0,0.0341,0.216,0.00938,0.442,0.363,95.304,236200
66,DJ Quik,Pitch In Ona Party,2000,3.7,0.927,0.53,6,-6.602,1,0.253,0.0548,0.0,0.0701,0.567,106.363,247120
67,Mary Mary,Shackles,1 February ,3.13,0.779,0.834,7,-2.773,1,0.162,0.0343,0.0,0.0886,0.8,100.46,198347
68,Shanks & Bigfoot,Sing-A-Long,2000,3.1,0.856,0.593,2,-9.056,1,0.0909,0.00275,0.105,0.0297,0.906,130.056,212067
69,Ludacris,What's Your Fantasy,12 September ,3.0,0.915,0.79,6,-3.186,0,0.207,0.16,0.0,0.112,0.967,140.095,275907
70,Cinerama,Lollobrigida,25 August ,3.88,0.393,0.539,11,-10.53,0,0.0281,0.0476,0.442,0.483,0.491,108.963,215507
71,Kylie Minogue,Please Stay,11 December ,3.15,0.668,0.732,4,-6.722,0,0.0303,0.196,0.0268,0.17,0.411,127.944,244480
72,HIM,Poison Girl,2000,3.29,0.521,0.831,6,-4.783,0,0.0428,0.019,1.7e-06,0.0566,0.52,123.663,231104
73,Underworld,Cowgirl,August ,3.62,0.649,0.9,7,-10.781,1,0.0369,0.0105,0.926,0.0911,0.22,126.983,509304
74,Electrelane,Film Music,17 January ,3.77,0.188,0.753,7,-4.566,1,0.0408,0.000682,0.923,0.102,0.0366,121.437,251773
75,Ayreon,Temple of the Cat,29 May ,3.39,0.438,0.437,4,-11.318,1,0.0322,0.79,0.0167,0.357,0.0628,115.117,250907
76,Donell Jones,Where I Wanna Be,20 June ,3.34,0.664,0.396,5,-9.131,0,0.0298,0.52,0.0,0.268,0.453,102.053,253627
77,Juno Reactor,Pistolero,March ,3.39,0.54,0.94,0,-7.421,1,0.04,0.00139,0.711,0.204,0.394,140.985,373733
78,Macy Gray,Why Didn't You Call Me,2000,3.22,0.641,0.817,7,-4.488,1,0.0785,0.0135,9.63e-06,0.164,0.657,177.851,191800
79,Horsepower Productions,When You Hold Me,2000,3.08,0.822,0.87,7,-5.962,1,0.214,0.00546,0.106,0.0419,0.521,136.862,397840
80,Live,They Stood Up for Love,2000,3.28,0.381,0.899,6,-4.968,1,0.0449,0.000312,0.433,0.358,0.339,186.886,275200
81,Laika,Badtimes,30 May ,3.67,0.609,0.815,8,-9.659,1,0.0456,0.0452,0.00353,0.533,0.825,153.571,291200
82,The Smashing Pumpkins,Heavy Metal Machine,2000,3.11,0.126,0.934,5,-6.13,1,0.0645,1.21e-05,0.83,0.155,0.273,184.877,352800
83,Sonique,Sky,2000,3.04,0.607,0.758,9,-7.292,1,0.0341,0.0822,1.31e-06,0.153,0.733,143.142,266720
84,Bush,Warm Machine,28 March ,3.29,0.176,0.885,9,-3.279,0,0.0651,0.00102,0.000174,0.233,0.292,143.706,265733
85,Phil Collins,Strangers Like Me,24 January ,3.05,0.589,0.805,8,-6.124,1,0.0395,0.167,0.00109,0.268,0.569,120.928,180587
86,Cinerama,Your Charms,27 November ,3.76,0.394,0.66,11,-6.891,0,0.0499,0.00286,0.00631,0.613,0.559,148.173,216400
87,Britney Spears,Stronger,4 December ,2.76,0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,203000
88,Goo Goo Dolls,Broadway,11 September ,3.21,0.527,0.878,11,-5.704,1,0.0424,0.000555,0.0,0.0852,0.757,132.791,238533
89,Karl Bartos,15 Minutes of Fame,2000,3.37,0.676,0.972,2,-3.65,1,0.0303,0.0269,0.109,0.186,0.649,129.988,252587
90,Eiffel,Te Revoir,2000,3.91,0.446,0.871,7,-4.164,1,0.0402,0.000235,0.0361,0.12,0.0686,97.106,306200
91,Kaliber 44,Konfrontacje,2000,3.63,0.749,0.648,4,-9.548,0,0.304,0.0783,0.00246,0.089,0.804,94.963,156480
92,Third Eye Blind,10 Days Late,2000,3.35,0.569,0.935,5,-4.233,1,0.0497,0.000113,0.00608,0.198,0.592,97.203,185227
93,The Tea Party,Heaven Coming Down,2000,3.94,0.296,0.766,2,-10.468,1,0.0333,0.00179,0.197,0.661,0.432,94.318,285013
94,Nickelback,Leader of Men,13 September ,2.84,0.495,0.696,9,-5.889,1,0.0422,0.00257,1.17e-05,0.113,0.219,103.327,210840
95,Xzibit,X,12 December ,2.86,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,255640
96,3 Doors Down,Kryptonite,4 September ,2.65,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.12e-05,0.168,0.543,99.01,233933
97,Roni Size & Reprazent,Who Told You,25 September ,3.53,0.735,0.872,10,-3.017,0,0.152,0.0708,5.41e-05,0.0938,0.601,100.005,184373
98,Laika,Black Cat Bone,17 January ,3.7,0.601,0.913,9,-6.844,1,0.044,0.00577,0.00331,0.0917,0.65,97.895,264200
99,Xploding Plastix,"Treat Me Mean, I Need the Reputation",8 May ,3.72,0.403,0.962,9,-4.739,1,0.0477,0.00127,0.788,0.115,0.627,179.141,298188
100,Bloodhound Gang,The Ballad of Chasey Lain,27 March ,2.78,0.788,0.452,9,-5.951,1,0.0409,0.00553,0.0039,0.0917,0.975,134.004,141893
101,Bowery Electric,Freedom Fighter,24 January ,3.31,0.441,0.92,0,-6.637,1,0.0456,0.000434,0.732,0.301,0.303,99.116,227467
102,Everlast,I Can't Move,2000,3.42,0.652,0.729,9,-5.084,1,0.0278,0.00233,0.507,0.0888,0.943,89.99,205733
103,CMX,Myrskyn ratsut,1 September ,3.59,0.461,0.451,9,-8.833,0,0.0263,0.123,0.288,0.111,0.121,85.026,386693
104,Herbert,Suddenly,2000,3.48,0.697,0.661,1,-13.131,1,0.0496,0.125,0.591,0.136,0.225,119.979,389627
105,Guano Apes,Living in a Lie,2 October ,3.18,0.326,0.669,3,-5.592,0,0.0296,0.000702,0.0133,0.161,0.172,177.995,273267
106,Artful Dodger,Please Don't Turn Me On,2000,3.01,0.782,0.685,1,-7.909,1,0.348,0.0535,2.39e-05,0.0941,0.749,129.985,212769
107,Aurora,Ordinary World,2000,3.18,0.502,0.964,1,-7.338,0,0.0508,0.00511,0.0024,0.321,0.497,138.435,264600
108,Godsmack,Awake,2000,2.67,0.395,0.756,7,-4.12,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,304373
109,Looper,Mondo '77,24 April ,3.17,0.825,0.69,1,-9.849,1,0.0355,0.195,0.489,0.141,0.836,119.979,295147
110,Storm,Time to Burn,31 July ,3.05,0.663,0.942,9,-4.753,1,0.0628,0.000287,0.787,0.311,0.212,141.945,175160
111,York,On the Beach,2000,3.21,0.652,0.937,1,-8.576,1,0.0293,0.0137,0.00906,0.0588,0.561,137.975,197160
112,Finger Eleven,First Time,2000,3.29,0.37,0.876,8,-5.628,1,0.14,4.18e-05,1.73e-06,0.771,0.304,166.038,266400
113,Primal Scream,Pills,February ,2.83,0.689,0.827,1,-5.047,1,0.0824,0.00161,9.47e-05,0.126,0.398,109.99,255333
114,Kazi,Down for the Kaz,2000,3.34,0.836,0.706,10,-5.588,0,0.368,0.00341,0.0,0.0713,0.652,90.234,198034
115,Counting Crows,Mrs. Potter's Lullaby,2000,3.37,0.513,0.797,8,-5.708,1,0.0305,0.266,0.00392,0.336,0.716,95.848,465493
116,D12,S#!* on You,5 December ,2.72,0.8,0.749,8,-6.717,0,0.394,0.0712,0.0,0.0929,0.74,109.925,330333
117,Romanthony,Bring U Up,2000,3.41,0.478,0.564,11,-10.231,0,0.116,0.000261,0.36,0.0487,0.355,162.403,415098
118,Lou Reed,Paranoia Key of E,2000,3.28,0.753,0.743,4,-7.982,1,0.0954,0.099,1.02e-05,0.0756,0.963,124.247,268333
119,Evan and Jaron,Crazy for This Girl,2000,2.77,0.457,0.926,0,-5.461,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,202027
120,The Offspring,Original Prankster,30 October ,2.55,0.664,0.877,2,-4.251,1,0.0334,0.000542,2.95e-05,0.284,0.961,146.804,220947
121,Nebula,Clearlight,2000,3.33,0.227,0.938,9,-5.905,0,0.0737,3.11e-05,0.23,0.234,0.374,164.165,269533
122,*NSYNC,Bye Bye Bye,2000,2.59,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,200400
123,Queen Adreena,I Adore You,February ,3.34,0.513,0.874,5,-3.026,1,0.0569,0.000964,0.292,0.118,0.55,138.458,204827
124,Toby Keith,How Do You Like Me Now?,24 October ,2.58,0.648,0.667,0,-8.986,1,0.0311,0.0534,6.94e-06,0.0908,0.669,109.609,209067
125,People Under the Stairs,Youth Explosion,6 March ,3.66,0.828,0.651,4,-10.583,0,0.209,0.148,0.0442,0.337,0.688,91.816,279307
126,Juan Perro,Charla del pescado,March ,3.41,0.454,0.82,9,-8.237,0,0.0629,0.0977,2.23e-05,0.976,0.886,105.094,348667
127,Notre Dame,La croix rouge,1 April ,3.52,0.53,0.921,2,-5.562,1,0.0952,0.00246,0.712,0.618,0.0735,127.379,227547
128,Mz.412,Legion Ultra,2000,3.19,0.167,0.718,1,-12.657,0,0.0819,4.25e-05,0.898,0.36,0.0574,81.685,340133
129,Cousteau,She Don't Hear Your Prayer,2000,3.39,0.292,0.661,5,-7.9,1,0.0338,0.339,0.000708,0.271,0.397,130.734,265640
130,Shaggy,Dance and Shout,20 June ,2.91,0.795,0.885,10,-5.083,0,0.0518,0.0655,0.0168,0.244,0.797,113.415,227160
131,Augie March,Heartbeat and Sails,October ,3.73,0.167,0.583,11,-8.794,1,0.0296,0.0755,6.44e-05,0.122,0.654,199.619,181960
132,Different Gear,When the World Is Running Down,17 July ,3.6,0.739,0.754,11,-8.196,0,0.0825,0.000401,0.606,0.298,0.808,123.685,342973
133,VNV Nation,Standing,3 April ,3.67,0.573,0.747,1,-8.731,1,0.0353,0.00878,0.00198,0.0815,0.714,120.004,340283
134,Stone Temple Pilots,Sour Girl,28 August ,3.67,0.394,0.663,0,-6.619,1,0.0295,0.0769,0.00644,0.239,0.737,207.575,256253
135,Calexico,Ballad of Cable Hogue,2000,3.75,0.524,0.716,9,-9.737,0,0.0327,0.00873,0.0047,0.197,0.834,136.165,208947
136,Eels,Mr. E's Beautiful Blues,2000,3.66,0.662,0.682,7,-7.833,1,0.0285,0.178,0.000232,0.335,0.624,114.067,239240
137,Madrugada,Electric,2000,3.8,0.426,0.552,9,-6.453,0,0.0252,0.0716,0.253,0.102,0.192,94.228,295256
138,Hooverphonic,Mad About You,June ,3.68,0.465,0.844,1,-4.352,0,0.0379,0.00109,0.399,0.0865,0.155,170.358,223733
139,Mos Def,Oh No,2000,3.56,0.719,0.863,5,-4.148,0,0.435,0.414,5.19e-06,0.147,0.765,87.579,239933
140,Queens of the Stone Age,Monsters in the Parasol,2000,3.52,0.563,0.934,2,-4.458,1,0.0314,0.111,6.96e-05,0.161,0.56,140.102,207640
141,Ghostface Killah,One,2000,3.62,0.718,0.739,11,-5.606,1,0.234,0.0296,0.0,0.298,0.526,89.621,224960
142,Helloween,Mr. Torture,26 December ,3.62,0.506,0.966,6,-5.369,0,0.0659,0.0017,0.0,0.0987,0.416,95.026,209693
143,Dr. Dre,The Watcher,2000,3.49,0.939,0.486,7,-3.488,1,0.207,0.172,0.0,0.264,0.517,97.582,206547
144,Placebo,Taste in Men,17 July ,3.5,0.391,0.887,0,-4.612,0,0.0597,0.00316,0.0556,0.0882,0.32,101.969,255000
145,Idlewild,These Wooden Ideas,June ,3.72,0.275,0.895,6,-5.334,1,0.0846,4.11e-06,0.126,0.0803,0.304,137.515,232840
146,Rage Against the Machine,Calm Like a Bomb,2000,3.38,0.315,0.97,7,-5.424,1,0.483,0.0234,2.03e-06,0.122,0.37,149.749,298893
147,Oasis,Where Did It All Go Wrong,2000,3.6,0.38,0.729,2,-5.056,1,0.032,0.0364,0.0,0.114,0.438,75.016,266867
148,The Dandy Warhols,Get Off,29 May ,3.57,0.458,0.863,4,-4.876,0,0.0336,0.0161,0.0,0.345,0.654,146.224,190960
149,8Ball & MJG,Pimp N My Own Rhyme,2000,3.62,0.715,0.903,8,-2.254,1,0.181,0.000148,1.28e-06,0.102,0.539,164.55,190234
150,The Beta Band,To You Alone,10 January ,3.56,0.672,0.348,9,-10.705,1,0.0625,0.43,0.0995,0.134,0.0712,147.15,291797
151,Avantasia,Avantasia,3 October ,3.49,0.483,0.936,11,-5.022,1,0.0383,4.51e-05,0.0,0.148,0.475,131.574,331533
152,Biffy Clyro,27,30 October ,3.6,0.515,0.566,7,-6.68,1,0.0298,0.00388,0.0146,0.621,0.124,102.526,207493
153,cLOUDDEAD,And All You Can Do Is Laugh,19 December ,3.38,0.436,0.773,1,-7.657,1,0.11,0.439,0.803,0.232,0.14,91.796,332982
154,Kelis,Good Stuff,1 May ,3.41,0.847,0.435,1,-6.732,1,0.0467,0.00127,0.000386,0.0332,0.692,97.977,232385
155,Beulah,Emma Blowgun's Last Stand,17 April ,3.64,0.37,0.523,2,-9.154,1,0.0279,0.279,0.496,0.0714,0.649,128.135,321533
156,Moby,Find My Baby,16 October ,3.41,0.664,0.74,7,-6.806,1,0.0623,0.00197,0.0415,0.259,0.576,93.988,239400
157,Incubus,Stellar,1 August ,3.29,0.582,0.765,9,-6.544,1,0.0376,0.00106,0.0506,0.344,0.528,128.164,200493
158,Doves,The Man Who Told Everything,30 October ,3.61,0.547,0.603,5,-8.423,0,0.0258,0.427,0.0417,0.112,0.27,147.033,347400
159,The White Stripes,Party of Special Things to Do,5 December ,3.37,0.503,0.793,5,-4.349,1,0.11,0.00771,0.00141,0.113,0.38,79.404,170133
160,Bush,Letting the Cables Sleep,28 March ,3.48,0.326,0.306,1,-14.549,1,0.0347,0.749,0.109,0.0882,0.217,204.047,276693
161,Incubus,Pardon Me,8 May ,3.24,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,223747
162,the pillows,I Think I Can,22 November ,3.68,0.437,0.86,9,-2.865,1,0.0479,6.8e-05,0.24,0.309,0.641,125.991,180000
163,Apoptygma Berzerk,Kathy's Song,11 December ,3.41,0.603,0.777,8,-7.699,1,0.0303,0.108,0.36,0.135,0.376,122.179,461893
164,I Am Kloot,To You,2000,3.67,0.563,0.418,9,-9.031,1,0.0342,0.647,0.00036,0.102,0.263,87.445,195053
165,Ian Brown,Dolphins Were Monkeys,7 February ,3.54,0.755,0.922,9,-7.325,1,0.0637,0.374,0.0,0.251,0.609,121.957,177667
166,Paul van Dyk,Tell Me Why,8 May ,3.32,0.527,0.967,11,-6.484,0,0.0416,0.000537,0.785,0.197,0.648,138.14,473133
167,Geneva,If You Have to Go,28 February ,3.65,0.503,0.35,9,-11.857,1,0.036,0.459,0.000319,0.0616,0.367,141.956,249176
168,Linkin Park,With You,2000,3.49,0.421,0.978,6,-4.004,0,0.302,0.0037,0.0,0.111,0.359,196.921,203267
169,Paul Weller,He's the Keeper,2000,3.68,0.484,0.805,9,-6.791,1,0.0294,0.00756,1.42e-05,0.332,0.858,78.053,219627
170,Static-X,Push It,18 January ,3.07,0.557,0.978,0,-3.965,1,0.0493,0.000393,4.42e-06,0.287,0.499,149.887,154907
171,Helen Love,Jump Up and Down,2000,3.44,0.457,0.848,7,-9.238,1,0.0461,0.000265,0.508,0.0749,0.557,179.528,209613
172,Steely Dan,What a Shame About Me,2000,3.46,0.883,0.4,9,-9.648,0,0.0441,0.295,4.56e-06,0.114,0.669,112.998,317400
173,Craig David,7 Days,2000,2.83,0.659,0.812,4,-7.499,0,0.0487,0.23,0.0,0.0951,0.888,83.013,235133
174,Dilated Peoples,The Platform,8 May ,3.41,0.656,0.767,11,-7.032,0,0.321,0.191,0.0,0.641,0.739,181.33,240667
175,Krezip,I Would Stay,June ,3.29,0.323,0.23,7,-11.775,1,0.0339,0.944,1.07e-05,0.762,0.232,97.23,252027
176,Bryan Adams,Inside Out,26 June ,3.66,0.662,0.537,0,-10.197,1,0.0409,0.105,0.0208,0.09,0.293,89.549,283093
177,Drama,"Left Right, Left",2000,3.3,0.909,0.517,4,-11.018,1,0.165,0.00834,0.0,0.142,0.539,125.048,217427
178,Sum 41,Makes No Difference,2000,3.07,0.5,0.896,3,-4.683,1,0.0535,0.000206,4.11e-05,0.0478,0.604,107.791,190427
179,Paul van Dyk,We Are Alive,2000,3.32,0.623,0.902,6,-6.054,1,0.0319,0.0135,0.0239,0.369,0.331,134.69,186293
180,Bob Sinclar,I Feel for You,22 August ,3.19,0.635,0.907,8,-5.385,0,0.0644,0.0036,0.207,0.311,0.881,126.014,188571
181,Folder 5,Believe,29 November ,3.85,0.55,0.996,7,-2.394,1,0.0575,0.0107,0.0865,0.225,0.718,154.984,226700
182,Amber,Sexual,2000,3.12,0.623,0.898,4,-6.604,0,0.0309,0.000192,0.303,0.138,0.786,130.993,226227
183,Reflection Eternal,Move Somethin',5 September ,3.12,0.788,0.635,7,-4.886,1,0.333,0.042,0.0,0.0581,0.517,92.039,188000
184,Cold,No One,2000,3.39,0.505,0.828,5,-5.294,0,0.0419,0.0321,0.0,0.138,0.31,130.566,197333
185,Nevermore,Inside Four Walls,2000,3.58,0.53,0.993,8,-3.994,1,0.0495,3.19e-05,0.000762,0.0849,0.437,107.009,279853
186,Aqua,Cartoon Heroes,31 January ,2.72,0.676,0.988,1,-3.91,1,0.0506,0.0167,0.0,0.0819,0.805,128.002,218920
187,Jedi Mind Tricks,Genghis Khan,14 October ,3.66,0.837,0.868,11,-5.251,0,0.247,0.227,1.45e-05,0.302,0.5,92.23,230293
188,Son.sine,Upekah,2000,3.25,0.743,0.522,9,-17.222,0,0.0469,0.0375,0.897,0.522,0.41,119.891,537387
189,Sexy Sadie,Crawling Man,2000,3.87,0.618,0.664,7,-8.47,0,0.0276,0.0106,0.226,0.066,0.492,91.98,305853
190,NOFX,Pods and Gods,30 May ,3.27,0.489,0.808,6,-5.444,0,0.0365,0.000365,0.00272,0.613,0.777,143.688,177133
191,Bloodhound Gang,The Inevitable Return of the Great White Dope,2000,3.02,0.773,0.689,0,-5.52,1,0.0695,0.00902,0.515,0.588,0.694,99.995,242467
192,Saiko,Cuando miro en tus ojos,July ,4.34,0.612,0.944,10,-3.539,1,0.0406,0.148,0.00396,0.34,0.515,99.965,344333
