track,artist,date,rating 
,,,
b'City Slang',"b""Sonic's Rendezvous Band""",1978,3.93
b'Heartbreak Hotel / I Was the One',b'Elvis Presley',27 January 1956 ,3.88
b'Oxygene (Part IV)',b'Jean Michel Jarre',1977,3.93
b'Brown Sugar / Bitch / Let It Rock (Live)',b'The Rolling Stones',16 April 1971 ,3.86
b'All the Young Dudes / One of the Boys',b'Mott the Hoople',28 July 1972 ,3.90
b'Reptile / Texas Moon',b'The Church',1988,3.99
b'Manish Boy / Young Fashion Ways',b'Muddy Waters and His Guitar',June 1955 ,3.93
,,,
b'No Shade in the Shadow of the Cross',b'Sufjan Stevens',3 March 2015 ,3.93
b'Gummy',b'Brockhampton',1 August 2017 ,3.90
b'The Funeral',b'Band of Horses',21 May 2006 ,3.87
b'The Downtown Lights',b'The Blue Nile',18 September 1989 ,3.94
"b""Psychotic Reaction / They're Gonna Get You""",b'Count Five',June 1966 ,3.95
"b""Ball of Confusion (That's What the World Is Today) / It's Summer""",b'The Temptations',7 May 1970 ,3.95
b'Your Best American Girl',b'Mitski',1 March 2016 ,3.90
,,,
b'Here Comes the Rain Again / Paint a Rumour',b'Eurythmics',January 1984 ,3.90
b'Israelites / The Man',b'Desmond Dekker & The Aces',October 1968 ,3.91
b'Diamonds From Sierra Leone (Remix)',b'Kanye West',2005,4.06
b'One of These Days / Seamus',b'Pink Floyd',29 November 1971 ,3.92
b'The Letter / Happy Times',b'The Box Tops',August 1967 ,3.91
,,,
,,,
b'Sunrise Serenade / Moonlight Serenade',b'Glenn Miller and His Orchestra',26 April 1939 ,3.92
b'Forty Six & 2',b'Tool',5 January 1998 ,3.92
b'Driver 8 / Crazy',b'R.E.M.',September 1985 ,3.93
"b""Can't Hardly Wait / Cool Water""",b'The Replacements',July 1987 ,3.97
b'Have a Cigar / Welcome to the Machine',b'Pink Floyd',15 November 1975 ,3.87
"b""That's All Right / Blue Moon of Kentucky""",b'Elvis Presley',19 July 1954 ,3.90
b'Dress Rehearsal Rag / Avalanche',b'Leonard Cohen',1971,3.97
,,,
b'Midlife Crisis',b'Faith No More',26 May 1992 ,3.90
"b""It's Too Late / I Feel the Earth Move""",b'Carole King',16 April 1971 ,3.92
b'Eine Symphonie des Grauens / Lester Leaps In',b'The Monochrome Set',April 1979 ,3.97
b'Pretty Vacant / No Fun',b'Sex Pistols',2 July 1977 ,3.88
b'Tin Soldier / I Feel Much Better',b'Small Faces',1 December 1967 ,3.93
b'Last Goodbye / Lover You Should Have Come Over / Tongue',b'Jeff Buckley',January 1995 ,3.92
b'Feels Like We Only Go Backwards',b'Tame Impala',16 November 2012 ,3.88
,,,
b'Ghosts / The Art of Parties (Version)',b'Japan',12 March 1982 ,3.89
"b""Goin' Back / Change Is Now""",b'The Byrds',20 October 1967 ,3.94
b'Fever / Letter From My Darling',b'Little Willie John',April 1956 ,3.96
b'Everyday',b'Weyes Blood',11 February 2019 ,3.91
"b""Love, Reign O'er Me / Water""",b'The Who',27 October 1973 ,3.89
b'Norwegian Wood (This Bird Has Flown) / If I Needed Someone',b'The Beatles',12 November 1996 ,3.91
b'The Trooper / Cross-Eyed Mary',b'Iron Maiden',20 June 1983 ,3.91
,,,
b'Over the Rainbow / The Jitterbug',b'Judy Garland',September 1939 ,3.89
b'(White Man) In Hammersmith Palais / The Prisoner',b'The Clash',17 June 1978 ,3.88
"b""Up the Junction / It's So Dirty""",b'Squeeze',18 May 1979 ,3.94
b'Polar Opposites / Heart Cooks Brain',b'Modest Mouse',1998,3.97
b'Trains',b'Porcupine Tree',July 2002 ,3.92
"b""Bus Stop / Don't Run and Hide""",b'The Hollies',17 June 1966 ,3.93
b'Motion Sickness',b'Phoebe Bridgers',18 July 2017 ,3.99
,,,
"b""Mr. Tambourine Man / I Knew I'd Want You""",b'The Byrds',12 April 1965 ,3.88
b'Black Night / Speed King',b'Deep Purple',5 June 1970 ,3.90
b'Black Hole Sun',b'Soundgarden',May 1994 ,3.86
"b""(Don't Fear) The Reaper / Burnin' for You""",b'Blue \xc3\x96yster Cult',1982,4.09
b'In Bloom',b'Nirvana',30 November 1992 ,3.88
b'Reptilia',b'The Strokes',9 February 2004 ,3.93
"b""Jolene / Love, You're So Beautiful Tonight""",b'Dolly Parton',September 1973 ,3.91
,,,
b'Blueberry Hill / Honey Chile',b'Fats Domino',September 1956 ,3.90
b'The Big Gloom',b'Have a Nice Life',9 September 2006 ,3.93
b'Just My Imagination (Running Away With Me) / You Make Your Own Heaven and Hell Right Here on Earth',b'The Temptations',14 January 1971 ,3.95
b'Sabotage / Get It Together',b'Beastie Boys',1994,3.90
b'The Greatest',b'Lana Del Rey',15 August 2019 ,3.91
,,,
,,,
"b""Who Loves the Sun / Oh! Sweet Nuthin'""",b'The Velvet Underground',April 1971 ,3.92
"b""Times They Are A-Changin' / Honey Just Allow Me One More Chance""",b'Bob Dylan',8 March 1965 ,3.91
b'Man on the Moon',b'R.E.M.',28 November 1992 ,3.87
b'In the Afternoon',b'MGMT',11 December 2019 ,3.93
b'Devil Got My Woman / Cypress Grove Blues',b'Skip James',July 1931 ,3.91
"b""Theme From Shaft / Cafe Regio's""",b'Isaac Hayes',October 1971 ,3.89
b'Streets of Your Town / Wait Until June',b'The Go-Betweens',July 1988 ,3.95
,,,
"b'Jesus Forgive Me, I Am a Thot'",b'JPEGMAFIA',13 August 2019 ,3.87
b'West End Blues / Fireworks',b'Louis Armstrong and His Hot Five',August 1928 ,3.92
b'Evil',b'Interpol',24 January 2005 ,3.90
"b""Uptight (Everything's Alright) / Purple Rain Drops""",b'Stevie Wonder',22 November 1965 ,3.92
b'The Partisan / Bird on the Wire',b'Leonard Cohen',June 1969 ,3.92
b'Hurdy Gurdy Man / Teen Angel',b'Donovan',May 1968 ,3.92
b'Stand By Me / When a Man Loves a Woman',b'Ben E. King',1987,4.12
,,,
b'Because the Night / God Speed',b'Patti Smith Group',March 1978 ,3.91
b'The Man With the Child in His Eyes / Moving',b'Kate Bush',28 May 1978 ,3.90
b'Louie Louie / Haunted Castle',b'The Kingsmen',May 1963 ,3.88
b'Maid of Orleans (The Waltz Joan of Arc) / Navigation',b'OMD',15 January 1982 ,3.91
b'Sugarcube',b'Yo La Tengo',1997,3.93
"b""Cybele's Reverie / Brigitte""",b'Stereolab',19 February 1996 ,3.94
b'I Shall Love 2',b'Julia Holter',6 September 2018 ,3.87
,,,
b'Touch the Sky',b'Kanye West',7 March 2006 ,3.90
b'You Got Me',b'The Roots',22 February 1999 ,3.92
b'Two Weeks',b'Grizzly Bear',12 May 2009 ,3.88
b'Back to Black',b'Amy Winehouse',30 April 2007 ,3.87
b'Waterfall',b'The Stone Roses',January 1992 ,3.93
b'Grief',b'Earl Sweatshirt',19 March 2015 ,3.88
b'Fetti',b'Playboi Carti',27 April 2015 ,3.86
,,,
b'World in My Eyes / Happiest Girl / Sea of Sin',b'DepecheMode',17 September 1990 ,3.90
"b""I Can't Stand the Rain / I've Been There Before""",b'Ann Peebles',August 1973 ,3.93
"b""Wouldn't It Be Nice / Caroline, No""",b'The Beach Boys',1975,4.07
b'To Claudia on Thursday / There Is Nothing More to Say',b'The Millennium',October 1968 ,3.99
"b'Blue Train, Part I / Blue Train, Part II'",b'John Coltrane',1958,3.97
b'What Else Is There?',b'R\xc3\xb6yksopp',5 December 2005 ,3.91
b'Save a Prayer / Hold Back the Rain',b'Duran Duran',9 August 1982 ,3.89
,,,
"b""Sara / That's Enough for Me""",b'Fleetwood Mac',5 December 1979 ,3.89
b'Such Great Heights',b'The Postal Service',21 January 2003 ,3.88
b'Temple of Love / Heartland',b'The Sisters of Mercy',7 October 1983 ,3.87
b'In Your Eyes',b'Peter Gabriel',2 September 1986 ,3.91
b'Think / You Send Me',b'Aretha Franklin',2 May 1968 ,3.92
,,,
,,,
b'Night of the Swallow / Houdini',b'Kate Bush',21 November 1983 ,3.93
b'Jocko Homo / Mongoloid',b'Devo',12 March 1977 ,3.92
b'Jumpers',b'Sleater-Kinney',12 September 2005 ,3.89
b'Panic / Vicar in a Tutu',b'The Smiths',21 July 1986 ,3.88
"b""Fell in Love With a Girl / I Just Don't Know What to Do With Myself""",b'The White Stripes',25 February 2002 ,3.90
b'Shadow',b'Chromatics',8 September 2015 ,3.90
b'Rhiannon (Will You Ever Win) / Sugar Daddy',b'Fleetwood Mac',4 February 1976 ,3.90
,,,
b'America / Old Friends',b'Simon & Garfunkel',November 1972 ,3.95
"b""Ring of Fire / I'd Still Be There""",b'Johnny Cash',19 April 1963 ,3.89
b'Faster / P.C.P.',b'Manic Street Preachers',6 June 1994 ,3.92
b'Come On Eileen / Dubious',b'Dexys Midnight Runners',29 June 1982 ,3.88
b'\xeb\x8f\x99\xec\x9a\x94 / \xed\x95\xa0\xec\x8b\x9c\xec\x98\xa8\xec\x9d\x98 \xea\xb4\x80',b'\xea\xb7\xb8\xeb\xa6\xbc\xec\x9e\x90 \xea\xb3\xb5\xeb\x8f\x99\xec\xb2\xb4',30 December 2019 ,3.95
b'Hangar 18',b'Megadeth',March 1991 ,3.88
b'Oh Well (Part 1) / Oh Well (Part 2)',b'Fleetwood Mac',26 September 1969 ,3.91
,,,
b'In Your Room / Wasteland Cupid',b'Airiel',2003,3.96
b'Poncho & Lefty',b'Townes Van Zandt',1972,3.98
"b""Hope There's Someone""",b'Antony and the Johnsons',7 June 2005 ,3.86
b'Apocalypse Dreams',b'Tame Impala',24 July 2012 ,3.89
"b""The Obeah Man / You Don't Know What's Going On""",b'Exuma',1970,3.92
b'Pretty (Ugly Before) / A Distorted Reality Is Now a Necessity to Be Free',b'Elliott Smith',19 August 2003 ,3.94
b'Porpoise Song / As We Go Along',b'The Monkees',5 October 1968 ,3.90
,,,
"b""Pearly-Dewdrops' Drops / Pepper-Tree""",b'Cocteau Twins',April 1984 ,3.91
b'Everything Is Embarrassing',b'Sky Ferreira',16 April 2013 ,3.86
b'You Send Me / Summertime',b'Sam Cooke',September 1957 ,3.92
b'Aikea-Guinea / Kookaburra',b'Cocteau Twins',4 March 1985 ,3.88
"b'Baby / Mam\xc3\xa3e, coragem'",b'Gal Costa',1968,3.91
b'Love You to Death',b'Type O Negative',1996,3.94
"b""Nobody Knows You When You're Down and Out /  Take It Right Back ('Cause I Don't Want It Here)""",b'Bessie Smith',September 1929 ,3.92
,,,
b'Demons Sing Love Songs',b'Unwound',7 October 2015 ,3.98
b'Boredom',"b'Tyler, the Creator'",11 July 2017 ,3.90
b'My Pal / A Man Without a Woman Is Like a Nun Without a Jackhammer',b'God',1987,3.95
"b""I Don't Mind / Autonomy""",b'Buzzcocks',14 April 1978 ,3.91
"b""It's the End of the World as We Know It (And I Feel Fine) / This One Goes Out""",b'R.E.M.',August 1987 ,3.88
b'Only You / Situation',b'Yazoo',15 March 1982 ,3.89
b'Beat It / Get on the Floor',b'Michael Jackson',14 March 1983 ,3.85
,,,
b'Paper Bag',b'Fiona Apple',2000,3.95
b'Love Is the Drug / Sultanesque',b'Roxy Music',September 1975 ,3.89
"b""You've Lost That Lovin' Feelin' / There's a Woman""",b'The Righteous Brothers',December 1964 ,3.90
b'Shine Blockas',b'Big Boi',October 2009 ,3.89
b'Trans Europa Express / Franz Schubert',b'Kraftwerk',1977,3.93
,,,
,,,
b'Get Got',b'Death Grips',26 February 2012 ,3.87
b'Describe',b'Perfume Genius',25 February 2020 ,3.94
"b""Friday I'm in Love / Halo""",b'Cure',26 May 1992 ,3.87
"b""Ain't No Love in the Heart of the City / Twenty-Four Hour Blues""",b'Bobby Bland',July 1974 ,3.96
b'Baby I Need Your Loving / Call on Me',b'Four Tops',10 July 1964 ,3.90
b'Cocoon',b'Bj\xc3\xb6rk',11 March 2002 ,3.90
"b""Touch Me I'm Sick / Sweet Young Thing Ain't Sweet No More""",b'Mudhoney',August 1988 ,3.87
,,,
b'Elephant Stone / The Hardest Thing in the World',b'The Stone Roses',October 1988 ,3.92
b'Lark',b'Angel Olsen',12 September 2019 ,3.89
b'So Young',b'Suede',17 May 1993 ,3.91
"b""You're Gonna Change (Or I'm Gonna Leave) / Lost Highway""",b'Hank Williams',9 September 1949 ,3.92
b'Drunk Drivers / Killer Whales',b'Car Seat Headrest',24 March 2016 ,3.91
"b""My Bucket's Got a Hole in It / I'm So Lonesome I Could Cry""",b'Hank Williams with His Drifting Cowboys',November 1949 ,3.91
b'Heart Cooks Brain / Shit Luck',b'Modest Mouse',2 July 1999 ,3.93
,,,
b'Telstar / Jungle Fever',b'The Tornados',17 August 1962 ,3.88
"b""That Joke Isn't Funny Anymore / Meat Is Murder""",b'The Smiths',1 July 1985 ,3.86
"b""I'm on Fire / Johnny Bye Bye""",b'Bruce Springsteen',January 1985 ,3.91
b'Elevators (Me & You)',b'OutKast',15 July 1996 ,3.90
"b""What Becomes of the Broken Hearted / Baby I've Got It""",b'Jimmy Ruffin',3 June 1966 ,3.93
b'Violet',b'Hole',July 1995 ,3.91
"b'Overkill / Too Late, Too Late'",b'Mot\xc3\xb6rhead',February 1979 ,3.92
,,,
b'I Fought the Law / Little Annie Lou',b'Bobby Fuller Four',December 1965 ,3.92
b'Echo Beach / Teddy the Dink',b'Martha and The Muffins',January 1980 ,3.89
b'I Saw the Light / Marlene',b'Todd Rundgren',26 February 1972 ,3.90
"b'Crucify / Here, in My Head'",b'Tori Amos',June 1992 ,3.93
b'Jailhouse Rock / Treat Me Nice',b'Elvis Presley',23 September 1957 ,3.86
"b""It's Coming It's Real""",b'Swans',5 September 2019 ,3.89
b'Got My Mojo Working / Rock Me',b'Muddy Waters',March 1957 ,3.95
,,,
b'Ne me quitte pas / La valse \xc3\xa0 mille temps',b'Jacques Brel',1960,3.92
b'Last Kind Words Blues / Skinny Leg Blues',b'Geeshie Wiley',June 1930 ,3.86
b'Reel Around the Fountain / Jeane',b'The Smiths',October 1983 ,3.90
"b""Ol' Man River / Ah Still Suits Me""",b'Paul Robeson',August 1936 ,3.86
b'Grass / Dear God',b'XTC',23 August 1986 ,3.93
b'First Love / Late Spring',b'Mitski',15 May 2014 ,3.97
b'Over the Hills and Far Away / Dancing Days',b'Led Zeppelin',24 May 1973 ,3.89
,,,
"b""Frankie / Nobody's Dirty Business""",b'Mississippi John Hurt',April 1928 ,3.93
"b""Waitin' Around to Die / Talking Karate Blues""",b'Townes Van Zandt',May 1968 ,3.94
b'The Kiss / Down Where the Valleys Are Low',b'Judee Sill',January 1973 ,3.91
b'HiiiPoWeR',b'Kendrick Lamar',12 April 2011 ,3.89
b'Red Eyes',b'The War on Drugs',4 December 2013 ,3.91
,,,
,,,
b'My Baby Just Cares for Me / He Needs Me',b'Nina Simone',November 1962 ,3.89
"b""Preachin' Blues (Up Jumped the Devil) / Love in Vain Blues""",b'Robert Johnson',February 1939 ,3.91
"b""Money (That's What I Want) / Oh I Apologize""",b'Barrett Strong',August 1959 ,3.90
b'The Electrician / Den Haague',b'The Walker Brothers',1978,4.00
b'Gangsters / The Selecter',b'The Selecter',28 July 1979 ,3.90
b'Nowhere to Run / Motoring',b'Martha and The Vandellas',5 February 1965 ,3.92
b'Banquet',b'Bloc Party',3 March 2004 ,3.87
,,,
b'Shipbuilding / Memories of You',b'Robert Wyatt',August 1982 ,3.90
b'Silent Shout',b'The Knife',16 January 2006 ,3.89
"b""Rapper's Delight""",b'Sugarhill Gang',September 1979 ,3.85
b'Open Eye Signal',b'Jon Hopkins',22 April 2013 ,3.89
b'Ultimate',b'Denzel Curry',1 January 2015 ,3.86
b'People Are Strange / Unhappy Girl',b'The Doors',11 September 1967 ,3.88
b'The Wild Ones',b'Suede',14 November 1994 ,3.92
,,,
"b""Hello It's Me / Cold Morning Light""",b'Todd Rundgren',6 October 1973 ,3.90
b'Luv(sic) Part Two',b'Shing02',2002,4.02
b'Cowboys',b'Portishead',7 July 1997 ,3.93
b'The End of the World / Somebody Loves You',b'Skeeter Davis',December 1962 ,3.91
b'Black Balloons | 13LACK 13ALLOONZ',b'Denzel Curry',23 July 2018 ,3.89
b'Lost Cause',b'Beck',2002,3.89
b'French Disko',b'Stereolab',November 1993 ,3.91
,,,
b'Mykonos / False Knight on the Road',b'Fleet Foxes',2 February 2009 ,3.88
b'Computerwelt',b'Kraftwerk',1982,3.93
"b""Stack O' Lee Blues / Candy Man Blues""",b'Mississippi John Hurt',February 1929 ,3.90
b'Sex Beat / Ghost on the Highway',b'The Gun Club',1981,3.88
b'Parabola',b'Tool',2002,3.89
b'Play Dead',b'Bj\xc3\xb6rk',8 October 1993 ,3.94
b'Life During Wartime / Electric Guitar',b'Talking Heads',October 1979 ,3.93
,,,
b'Drive / Stranger Eyes',b'The Cars',23 July 1984 ,3.86
b'Johnny Johnny / Wigs',b'Prefab Sprout',January 1986 ,3.93
b'One More Time',b'Daft Punk',13 November 2000 ,3.83
b're: stacks',b'Bon Iver',15 December 2008 ,3.91
b'Amateur Hour / Lost and Found',b'Sparks',July 1974 ,3.91
b'Redemption Song / Redemption Song (Band Version)',b'Bob Marley',October 1980 ,3.86
b'Flesh Without Blood',b'Grimes',28 October 2015 ,3.86
,,,
b'Breathing / The Empty Bullring',b'Kate Bush',14 April 1980 ,3.91
b'Till the End of the Day / Where Have All the Good Times Gone',b'The Kinks',19 November 1965 ,3.89
"b""You Know You're Right""",b'Nirvana',8 October 2002 ,3.86
b'Seven',b'Sunny Day Real Estate',1994,3.89
b'The Past Is a Grotesque Animal',b'of Montreal',27 July 2010 ,3.86
,,,
,,,
b'The Kids Are Alright / The Ox',b'The Who',12 August 1966 ,3.90
b'Wuthering Heights / The Man With the Child in His Eyes',b'Kate Bush',1983,4.18
"b""Cry Me a River / S'Wonderful""",b'Julie London',1955,3.93
b'Supersonic',b'Oasis',11 April 1994 ,3.85
b'The Star Room (OG VERSION)',b'Mac Miller',2014,3.99
"b""Bohemian Rhapsody / I'm in Love With My Car""",b'Queen',31 October 1975 ,3.74
b'Back on the Chain Gang / My City Was Gone',b'Pretenders',September 1982 ,3.87
,,,
b'Love at First Sight',b'Kylie',10 June 2002 ,3.87
b'Baby Love / Ask Any Girl',b'The Supremes',17 September 1964 ,3.88
b'The Only One I Know',b'The Charlatans',14 May 1990 ,3.89
b'2 + 2 = ? / Death Row',b'The Bob Seger System',January 1968 ,3.91
b'Caravan / Azure',b'Duke Ellington and His Famous Orchestra',18 June 1937 ,3.93
b'Ribs',b'Lorde',30 September 2013 ,3.88
b'Never Lose That Feeling',b'Swervedriver',18 May 1992 ,3.94
,,,
b'Foxey Lady / Hey Joe',b'Jimi Hendrix',November 1967 ,3.87
b'We Are the Pigs',b'Suede',12 September 1994 ,3.91
b'Sowing Season / aloC-acoC',b'Brand New',21 November 2006 ,3.90
b'Them Changes',b'Thundercat',18 June 2015 ,3.96
"b'Take the ""A"" Train / The Sidewalks of New York'",b'Duke Ellington and His Famous Orchestra',11 April 1941 ,3.90
b'We the People....',b'A Tribe Called Quest',11 November 2016 ,3.91
b'Loser',b'Beck',18 January 1994 ,3.84
,,,
b'King Tubby Meets the Rockers Uptown / Baby I Love You So',b'Augustus Pablo',1975,3.92
b'Sugar Hiccup',b'Cocteau Twins',1983,3.90
b'Great Balls of Fire / You Win Again',b'Jerry Lee Lewis',15 November 1957 ,3.85
b'Suspect Device / Wasted Life',b'Stiff Little Fingers',October 1978 ,3.90
"b""Moon River / Breakfast at Tiffany's""","b'Henry Mancini, His Orchestra and Chorus'",9 October 1961 ,3.88
b'Step',b'Vampire Weekend',14 October 2013 ,3.87
b'Invalid Litter Dept.',b'At the Drive-In',2001,3.88
,,,
b'Starpower / Bubblegum / Expressway',b'Sonic Youth',July 1986 ,3.93
b'Eyes Without a Face / Blue Highway',b'Billy Idol',June 1984 ,3.87
b'You Only Live Once',b'The Strokes',24 July 2006 ,3.88
"b""She's a Superstar""",b'Verve',22 June 1992 ,3.92
b'Shake the Disease / Flexible',b'Depeche Mode',29 April 1985 ,3.91
b'Dancing on My Own',b'Robyn',1 June 2010 ,3.83
b'Requiem / Change',b'Killing Joke',September 1980 ,3.92
,,,
b'When a Man Loves a Woman / Love Me Like You Mean It',b'Percy Sledge',March 1966 ,3.87
b'Waiting in Vain / Roots',b'Bob Marley',August 1977 ,3.89
b'Gold',b'Brockhampton',23 May 2017 ,3.88
b'I Ran (So Far Away) / Pick Me Up',b'A Flock of Seagulls',June 1982 ,3.86
b'Vroom Vroom',b'Charli XCX',23 February 2016 ,3.85
,,,
,,,
b'Conversation 16',b'The National',25 October 2010 ,3.85
b'Israel / Red Over White',b'Siouxsie and The Banshees',28 November 1980 ,3.90
b'Feel You',b'Julia Holter',9 July 2015 ,3.88
b'Turn to Stone / Mister Kingdom',b'Electric Light Orchestra',November 1977 ,3.94
b'Wonderful World / Chain Gang',b'Sam Cooke',February 1986 ,4.02
"b'Such a Shame / Again, a Game...Again'",b'Talk Talk',March 1984 ,3.85
"b""That'll Be the Day / I'm Lookin' for Someone to Love""",b'The Crickets',27 May 1957 ,3.87
,,,
"b""Cross Road Blues / Ramblin' on My Mind""",b'Robert Johnson',20 April 1937 ,3.88
b'Continental Shelf',b'Viet Cong',16 October 2014 ,3.91
b'E\xe2\x80\xa2MO\xe2\x80\xa2TION',b'Carly Rae Jepsen',23 June 2015 ,3.88
b'Tinseltown in the Rain / Heatwave',b'The Blue Nile',20 August 1984 ,3.89
b'A minha menina / Adeus Maria Ful\xc3\xb4',b'Os Mutantes',1968,3.92
b'Regret',b'New Order',5 April 1993 ,3.92
b'Gardenia',b'Kyuss',6 February 1995 ,3.91
,,,
b'Rockaway Beach / Locket Love',b'Ramones',December 1977 ,3.88
b'Bald!',b'JPEGMAFIA',21 February 2020 ,3.88
b'You Want It Darker',b'Leonard Cohen',21 September 2016 ,3.91
b'Lateralus',b'Tool',2001,3.86
"b""Freddie's Dead (Theme From Superfly) / Underground""",b'Curtis Mayfield',August 1972 ,3.93
b'Mississippi Goddam / Sea Lion Woman',b'Nina Simone',July 1964 ,3.91
b'Kill the Poor / In-Sight',b'Dead Kennedys',October 1980 ,3.88
,,,
"b""Remember (Walking in the Sand) / It's Easier to Cry""",b'The Shangri-Las',July 1964 ,3.90
b'Trash',b'Suede',29 July 1996 ,3.88
b'White Riot / 1977',b'The Clash',18 March 1977 ,3.81
b'Killing an Arab / 10:15 Saturday Night',b'The Cure',21 December 1978 ,3.88
b'Horns Surrounding Me',b'Julia Holter',28 October 2013 ,3.98
b'Love Goes On / Clouds',b'The Go-Betweens',January 1989 ,3.93
b'( ) #1',b'Sigur R\xc3\xb3s',12 May 2003 ,3.88
,,,
"b""Don't You Want Me / Seconds""",b'The Human League',27 November 1981 ,3.85
b'Cold Little Heart',b'Michael Kiwanuka',24 February 2017 ,4.01
b'Round and Round / Mistaken Wedding',"b""Ariel Pink's Haunted Graffiti""",26 April 2010 ,3.86
b'High and Dry / Planet Telex',b'Radiohead',27 February 1995 ,3.85
b'And I Love Her / If I Fell',b'The Beatles',20 July 1964 ,3.87
b'One Nation Under a Groove',b'Funkadelic',1978,3.88
"b""Livin' Thing / Fire on High""",b'Electric Light Orchestra',29 October 1976 ,3.92
,,,
b'Modern Love',b'David Bowie',September 1983 ,3.89
"b""Don't Let Me Be Misunderstood / Club-A-Go-Go""",b'The Animals',29 January 1965 ,3.88
b'Jackie / The Plague',b'Scott Walker',November 1967 ,3.91
b'For Tomorrow [CD1]',b'Blur',19 April 1993 ,3.88
b'Highway Star',b'Deep Purple',October 1972 ,3.85
,,,
,,,
b'Straight to Hell / Should I Stay or Should I Go',b'The Clash',17 September 1982 ,3.84
"b'Comment te dire adieu / La mer, les \xc3\xa9toiles et le vent'",b'Fran\xc3\xa7oise Hardy',1968,3.91
b'Alterlife',b'Rina Sawayama',21 September 2017 ,3.91
b'Fire! / Rest Cure',b'The Crazy World of Arthur Brown',6 July 1968 ,3.93
b'Money / Any Colour You Like',b'Pink Floyd',7 May 1973 ,3.82
b'Hocus Pocus / Janis',b'Focus',July 1971 ,3.87
b'96 Tears / Midnight Hour',b'? (Question Mark) and The Mysterians',September 1966 ,3.87
,,,
b'The River',b'King Gizzard and the Lizard Wizard',2015,3.97
b'Dum Surfer',b'King Krule',13 September 2017 ,3.90
"b""Ramblin' Man / Pictures From Life's Other Side""",b'Luke the Drifter',December 1951 ,3.88
b'Nothing Compares 2 U / Jump in the River',"b""Sin\xc3\xa9ad O'Connor""",March 1990 ,3.81
b'Suburbia / Paninaro',b'Pet Shop Boys',22 September 1986 ,3.87
b'Everywhere / When I See You Again',b'Fleetwood Mac',28 November 1987 ,3.90
b'In Circles',b'Sunny Day Real Estate',1994,3.91
,,,
"b""You're Pushin' Too Hard / Out of the Question""",b'The Seeds',December 1965 ,3.91
b'Brother Sport / Bleeding',b'Animal Collective',8 December 2009 ,3.83
b'54-46 / Pressure Drop',b'Toots & The Maytals',2003,3.94
"b""Float On / I've Got It All (Most)""",b'Modest Mouse',9 March 2004 ,3.84
b'Say You Will',b'Kanye West',17 October 2015 ,3.93
b'Chain of Fools / Prove It',b'Aretha Franklin',22 November 1967 ,3.90
"b""Throw Some D's""",b'Rich Boy',15 August 2006 ,3.84
,,,
b'On the Nature of Daylight',b'Max Richter',16 December 2016 ,3.92
b'Rip It Up / Ready Teddy',b'Little Richard',June 1956 ,3.89
b'I Got a Right / Gimme Some Skin',b'Iggy Pop & The St\xc3\xb6\xc3\xb6ges',April 1977 ,3.88
b'I Can Change',b'LCD Soundsystem',26 July 2010 ,3.87
"b""My Bad Boy's Comin' Home / Tainted Love""",b'Gloria Jones',May 1965 ,3.90
"b""Driver's Seat / Slide Away""","b""Sniff 'n' the Tears""",1978,3.91
"b""(I Don't Want to Go To) Chelsea / You Belong to Me""",b'Elvis Costello and The Attractions',3 March 1978 ,3.89
,,,
b'Personal Jesus / Policy of Truth [Back to Back]',b'Depeche Mode',2 June 1992 ,3.95
b'Daniel',b'Bat for Lashes',6 April 2009 ,3.85
b'My Boo',"b""Ghost Town DJ's""",18 July 1996 ,3.84
"b""White Lines (Don't Don't Do It) / Bonus / Bonus Break""",b'Grandmaster Flash',1983,3.87
b'Black Skinhead',b'Kanye West',2013,3.86
b'French Navy',b'Camera Obscura',13 April 2009 ,3.89
b'Prove It / Venus',b'Television',1977,3.91
,,,
b'Last Nite',b'The Strokes',5 November 2001 ,3.86
b'Telegraph Road',b'Dire Straits',1982,3.90
b'Body & Blood',b'clipping.',29 April 2014 ,3.92
b'Rock the Casbah / Long Time Jerk',b'The Clash',11 June 1982 ,3.84
b'Rock With You / Working Day and Night',b'Michael Jackson',16 November 1979 ,3.88
,,,
,,,
b'Cabin Essence / Wonderful',b'The Beach Boys',15 June 2011 ,3.89
"b""(We're Gonna) Rock Around the Clock / Thirteen Women (And Only One Man in Town)""",b'Bill Haley and His Comets',10 May 1954 ,3.84
b'Limerence',b'Yves Tumor',17 March 2017 ,3.91
b'Gone',b'Charli XCX',17 July 2019 ,3.85
"b""Travelin' Band / Who'll Stop the Rain""",b'Creedence Clearwater Revival',2 January 1970 ,3.87
b'Silver Machine / Seven by Seven',b'Hawkwind',June 1972 ,3.89
b'1969 / Real Cool Time',b'The Stooges',1969,3.90
,,,
b'Door',b'Caroline Polachek',19 June 2019 ,3.87
b'XO Tour Llif3',b'Lil Uzi Vert',24 March 2017 ,3.78
b'Frozen',b'Madonna',22 February 1998 ,3.86
b'Giant Steps / Countdown',b'John Coltrane',1961,3.93
b'The World at Large',b'Modest Mouse',February 2005 ,3.88
"b""Mis-Shapes & Sorted for E's & Wizz [CD 1]""",b'Pulp',27 September 1995 ,3.86
"b""Hallelujah / I Know It's Over""",b'Jeff Buckley',29 May 2007 ,3.76
,,,
b'No Excuses',b'Alice in Chains',1994,3.88
"b""Never Ending Math Equation / Workin' on Leavin' the Livin'""",b'Modest Mouse',5 May 1998 ,3.91
