,artist,track,date,rating,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
49,Erykah Badu,Back in the Day,2003,3.66,0.744,0.548,5,-9.245,0,0.104,0.191,0.0232,0.186,0.524,91.845,286920
50,Black Box Recorder,The School Song,30 June ,3.75,0.662,0.878,9,-6.255,1,0.0429,0.058,0.000977,0.378,0.605,127.996,221400
51,Kuusumun Profeetta,Noita,2003,3.64,0.486,0.327,10,-12.021,1,0.033,0.867,0.00165,0.132,0.271,155.87,305213
52,Reni Jusis,Ostatni raz,2003,3.71,0.609,0.755,4,-7.254,0,0.0297,0.0564,0.0421,0.0877,0.591,129.967,296400
53,VNV Nation,Honour 2003,10 June ,3.72,0.555,0.95,1,-8.297,0,0.032,0.00611,0.454,0.218,0.698,131.996,487693
54,Electric Six,Dance Commander,13 October ,3.47,0.612,0.957,11,-4.587,0,0.126,0.000512,6.33e-05,0.119,0.845,120.959,156067
55,The Format,The First Single,14 October ,3.86,0.573,0.929,9,-4.884,1,0.0682,0.0057,0.0,0.138,0.714,127.564,264360
56,Carina Round,Into My Blood,29 September ,3.79,0.471,0.921,0,-2.592,1,0.058,0.0171,0.00103,0.0881,0.369,105.706,234707
57,The Darkness,I Believe in a Thing Called Love,22 September ,3.14,0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653
58,Guster,Amsterdam,May ,3.62,0.459,0.773,0,-6.831,1,0.0493,0.00333,1.09e-05,0.153,0.636,160.55,217360
59,Jay-Z,What More Can I Say?,22 October ,3.35,0.588,0.865,2,-3.465,1,0.385,0.0654,0.0,0.359,0.503,88.589,295160
60,Jammer,Feedback,May ,3.24,0.627,0.526,1,-15.143,1,0.0889,0.00786,0.948,0.0399,0.299,168.444,256560
61,Urban Trad,Sanomi,March ,3.64,0.553,0.808,7,-6.178,0,0.0312,0.169,0.0,0.158,0.671,85.034,247933
62,Three 6 Mafia,Testin My Gangsta,2003,4.18,0.814,0.959,6,-3.482,1,0.173,0.00848,0.0,0.0922,0.919,142.034,273573
63,The Used,The Taste of Ink,10 March ,3.19,0.541,0.904,7,-3.001,1,0.0435,0.00143,0.0,0.193,0.541,98.122,208693
64,Jurassic 5,Thin Line,2003,3.95,0.842,0.47,11,-5.627,1,0.146,0.0599,0.0568,0.088,0.504,88.007,285720
65,Autechre,IV VV IV VV VIII,2003,3.21,0.383,0.569,7,-11.47,1,0.209,0.0147,0.819,0.484,0.192,81.452,290760
66,Epica,The Phantom Agony,29 October ,3.34,0.446,0.902,2,-5.328,0,0.0474,0.00681,0.000317,0.0793,0.278,180.049,406040
67,The Cinematic Orchestra,Man With the Movie Camera,April ,3.65,0.534,0.73,11,-7.287,1,0.0288,0.000227,0.868,0.135,0.235,140.024,549933
68,Junior Senior,Shake Your Coconuts,25 November ,3.34,0.69,0.979,3,-1.409,1,0.0926,0.211,1.63e-05,0.0867,0.929,138.029,146333
69,Red Hot Chili Peppers,Universally Speaking,15 July ,3.09,0.558,0.924,2,-2.312,1,0.0367,0.0887,0.00326,0.263,0.344,117.111,256960
70,Killswitch Engage,The Element of One,2003,4.0,0.356,0.967,8,-4.518,1,0.0867,3.62e-05,0.0232,0.118,0.139,184.034,248733
71,Jay-Z,Change Clothes,December ,3.08,0.895,0.628,10,-3.79,1,0.0473,0.0412,0.0,0.059,0.34,104.009,258427
72,TLC,Hands Up,18 February ,3.53,0.767,0.567,2,-7.501,0,0.0351,0.274,0.0,0.192,0.727,101.915,228693
73,Machine Head,Imperium,2003,3.5,0.314,0.951,1,-5.761,0,0.111,0.000949,0.000454,0.0652,0.0997,122.451,401693
74,Magic Dirt,Plastic Loveless Letter,10 November ,3.75,0.5,0.869,2,-4.781,1,0.0324,0.0284,0.0,0.484,0.641,139.749,251787
75,Chevelle,Send the Pain Below,2003,3.05,0.468,0.851,11,-3.617,1,0.0398,0.000281,0.00483,0.0644,0.293,92.079,252360
76,Hot Hot Heat,"No, Not Now",28 July ,3.31,0.631,0.844,9,-5.145,1,0.0533,0.000808,1.46e-06,0.234,0.967,136.157,151267
77,Dave Gahan,I Need You,18 August ,3.49,0.708,0.423,2,-11.811,1,0.0852,0.00745,0.324,0.0881,0.228,104.764,285773
78,Norah Jones,Nightingale,2003,3.32,0.55,0.304,2,-12.834,1,0.0293,0.793,0.00254,0.0989,0.289,149.834,252253
79,Luther Vandross,Dance With My Father,11 November ,3.15,0.739,0.341,10,-9.971,1,0.0378,0.525,1.1e-06,0.072,0.231,80.958,266000
80,Jedi Mind Tricks,Animal Rap,28 January ,3.56,0.756,0.925,1,-3.502,1,0.308,0.233,1.78e-05,0.17,0.631,93.07,219200
81,Moby,Sunday,3 March ,3.35,0.603,0.681,9,-10.338,0,0.0352,0.000919,0.794,0.426,0.333,95.006,309280
82,Billy Talent,Try Honesty,1 September ,3.09,0.462,0.984,6,-3.559,0,0.114,0.000141,4.28e-05,0.377,0.327,156.921,253707
83,Burning Brides,Arctic Snow,15 July ,4.06,0.234,0.975,7,-4.233,1,0.0956,5.76e-05,0.0287,0.163,0.29,143.027,242440
84,Powderfinger,Love Your Way,15 September ,3.52,0.303,0.774,6,-4.773,0,0.0446,0.00455,1.28e-06,0.14,0.457,170.067,271173
85,Tenacious D,Fuck Her Gently,2003,2.99,0.521,0.297,2,-7.022,1,0.0351,0.732,0.0,0.273,0.517,118.681,123667
86,Broder Daniel,When We Were Winning,17 September ,3.59,0.343,0.473,10,-7.354,1,0.0327,0.761,0.00098,0.284,0.389,123.703,567933
87,Wir sind Helden,Guten Tag,2003,3.49,0.649,0.831,0,-4.677,1,0.0458,0.0107,8.14e-06,0.0979,0.961,91.988,215733
88,Gang Starr,"Nice Girl, Wrong Place",8 April ,3.48,0.913,0.537,0,-5.3,1,0.207,0.0918,0.0,0.108,0.908,97.474,213200
89,Stone Sour,Inhale,2003,3.34,0.344,0.806,4,-4.111,1,0.0316,0.000306,2.57e-05,0.35,0.286,94.366,265467
90,Mariah Carey,Bringin' On the Heartbreak,3 November ,3.14,0.49,0.614,9,-6.017,0,0.0334,0.576,0.0,0.0865,0.257,150.984,274773
91,Finley Quaye,Dice,October ,3.45,0.622,0.445,9,-7.644,1,0.0273,0.0246,0.00677,0.0871,0.197,111.125,254693
92,UNKLE,Eye for an Eye,25 August ,3.46,0.518,0.796,6,-4.583,1,0.0343,0.00274,0.211,0.189,0.156,129.984,345733
93,Switchfoot,Meant to Live,28 July ,2.96,0.397,0.903,2,-4.577,1,0.0457,0.00575,1.6e-06,0.362,0.556,151.551,201373
94,Papa M,Four,2 December ,3.6,0.585,0.958,2,-4.353,1,0.909,0.854,0.0,0.732,0.312,130.609,219191
95,The Cooper Temple Clause,Promises Promises,1 September ,3.4,0.461,0.937,7,-4.42,1,0.072,0.000191,0.00253,0.132,0.346,141.084,205920
96,Emma,Free Me,26 May ,3.24,0.62,0.818,7,-7.256,0,0.0338,0.000459,0.00326,0.21,0.462,126.02,216400
97,Bonobo,Pick Up,3 May ,3.73,0.685,0.59,1,-7.716,1,0.0641,0.0785,0.808,0.122,0.733,118.018,248747
98,Christina Aguilera,Beautiful,January ,2.79,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560
99,Julieta Venegas,Andar conmigo,2003,3.32,0.77,0.585,0,-8.06,1,0.0285,0.3,0.0,0.116,0.912,116.994,193373
100,Curve,Want More Need Less,3 February ,3.89,0.411,0.928,9,-4.564,1,0.0536,1.05e-05,0.422,0.391,0.478,94.842,275000
101,The Clientele,House on Fire,July ,3.39,0.473,0.408,6,-11.824,0,0.0321,0.0252,0.0041,0.102,0.607,76.647,263920
102,Tweaker,Happy Child,28 January ,3.53,0.645,0.661,2,-6.002,1,0.185,0.216,5.93e-06,0.316,0.435,140.07,267307
103,Jay-Z,'03 Bonnie & Clyde,13 January ,2.85,0.759,0.675,9,-5.148,0,0.313,0.228,0.0,0.15,0.328,89.642,205560
104,a-ha,The Sun Always Shines on T.V.,2003,3.63,0.494,0.839,9,-8.79,0,0.0647,0.0534,0.0706,0.253,0.219,126.329,302400
105,Aaliyah,Come Over,2003,3.17,0.68,0.687,0,-8.44,0,0.0385,0.0387,0.00132,0.105,0.317,102.999,242360
106,Shinedown,45,29 July ,2.8,0.446,0.657,7,-4.494,1,0.0262,0.0022,0.0,0.189,0.215,152.132,250093
107,John Mayer,Bigger Than My Body,12 December ,3.01,0.607,0.936,4,-3.071,1,0.033,0.0121,0.0418,0.309,0.517,117.303,265960
108,Clone Defects,Shapes of Venus,2003,4.15,0.16,0.958,7,-0.059,1,0.0715,0.131,4.14e-06,0.347,0.268,81.877,133027
109,2Pac,Runnin',2003,2.94,0.545,0.796,10,-2.762,0,0.406,0.0467,0.000287,0.165,0.629,166.122,231987
110,Hell Is for Heroes,I Can Climb Mountains,20 February ,3.8,0.39,0.957,2,-4.393,1,0.0813,0.00217,0.000221,0.0931,0.3,87.046,200600
111,Ashanti,Rain on Me,11 October ,3.01,0.606,0.699,8,-3.103,0,0.0337,0.344,1.93e-06,0.0757,0.509,83.699,297960
112,The Cramps,Big Black Witchcraft Rock,2003,3.83,0.519,0.977,11,-5.688,0,0.0529,0.00306,0.0,0.211,0.672,144.282,208413
113,Les Savy Fav,"Yawn, Yawn, Yawn",8 April ,3.36,0.469,0.755,4,-5.904,0,0.0375,0.00776,0.0,0.079,0.792,168.764,176733
114,Daniel Lanois,Falling At Your Feet,2003,3.88,0.651,0.349,11,-13.148,1,0.0339,0.679,0.0686,0.126,0.371,120.024,221173
115,Tegan and Sara,I Hear Noises,18 August ,3.46,0.67,0.974,11,-3.044,1,0.0435,0.0414,0.0,0.293,0.75,129.956,212693
116,The Stands,When This River Rolls Over You,4 August ,3.86,0.575,0.806,7,-6.117,1,0.0366,0.0393,8.72e-05,0.098,0.765,114.449,177973
117,Fixmer / McCarthy,Destroy,2003,4.01,0.428,0.577,2,-12.688,1,0.0374,0.000201,0.00824,0.177,0.0399,134.953,361267
118,The Kills,Fried My Little Brains,April ,3.27,0.624,0.982,1,-4.756,0,0.126,0.443,0.652,0.683,0.392,105.284,128267
119,The Starting Line,The Best of Me,June ,2.95,0.533,0.802,4,-4.212,1,0.0384,0.001,0.0,0.314,0.293,106.969,258267
120,Transplants,Diamonds and Guns,April ,2.92,0.582,0.925,7,-3.15,0,0.182,0.0341,0.000116,0.579,0.701,171.543,241908
121,Biffy Clyro,The Ideal Height,24 March ,3.37,0.5,0.818,9,-6.055,0,0.0505,5.81e-05,0.000972,0.0789,0.237,133.098,221467
122,The Donnas,Who Invited You,20 May ,3.14,0.408,0.917,2,-5.662,1,0.0472,4.27e-05,0.0366,0.252,0.659,163.745,210960
123,Reamonn,Star,28 April ,3.34,0.568,0.651,0,-5.379,0,0.0253,0.0466,7.81e-06,0.118,0.32,149.955,255040
124,Dead Prez,Radio Freq,2003,3.66,0.932,0.682,10,-6.322,0,0.238,0.0449,4.42e-06,0.357,0.812,117.955,171493
125,Andrew W.K.,Tear It Up,15 July ,3.15,0.26,0.964,4,-3.872,1,0.0837,0.0824,0.0,0.152,0.433,170.571,235640
126,The Duke Spirit,Darling You're Mean,19 May ,3.67,0.305,0.678,4,-4.0,1,0.0286,0.0467,0.424,0.134,0.29,104.488,237560
127,Evan Dando,Stop My Head,19 May ,3.44,0.552,0.718,4,-8.904,1,0.0256,0.0177,0.00031,0.369,0.681,127.422,214573
128,Ellen Allien,Alles Sehen,October ,3.46,0.755,0.501,2,-9.961,0,0.0471,0.00256,0.0528,0.0713,0.255,129.991,232320
129,Blanche,Who's to Say...,2003,3.7,0.382,0.585,2,-5.373,1,0.0292,0.232,3.27e-06,0.0997,0.391,109.646,265480
130,Chimaira,Down Again,3 April ,3.57,0.287,0.92,1,-4.548,1,0.0638,5.31e-05,7.63e-05,0.174,0.142,194.059,260400
131,Dropkick Murphys,Time to Go,November ,3.21,0.362,0.949,0,-3.099,1,0.0596,0.0196,0.0,0.0854,0.48,114.079,173133
132,Brad Paisley,Celebrity,2003,3.3,0.643,0.837,0,-4.535,1,0.0316,0.379,8.76e-06,0.18,0.787,123.777,223400
133,Bubba Sparxxx,Deliverance,3 July ,2.93,0.462,0.814,7,-7.219,1,0.242,0.213,1.32e-06,0.0649,0.696,93.334,306813
134,The Long Winters,Scared Straight,2003,3.49,0.541,0.651,1,-5.676,1,0.0309,0.1,0.00135,0.106,0.576,121.775,257827
135,Canibus,Spartibus,24 June ,3.88,0.654,0.973,10,-2.469,0,0.305,0.0219,0.00543,0.0997,0.548,178.646,240467
136,Airiel,In Your Room,2003,3.96,0.187,0.945,11,-6.332,1,0.0398,0.000256,0.241,0.104,0.461,104.974,566467
137,Toots & The Maytals,54-46,2003,3.94,0.685,0.36,0,-9.572,1,0.0568,0.18,0.0,0.112,0.597,160.448,204027
138,Ween,Tried and True,2003,3.99,0.746,0.575,1,-9.032,1,0.0267,0.0983,0.309,0.345,0.591,119.698,242000
139,Mew,Comforting Sounds,24 March ,3.86,0.425,0.461,9,-7.669,1,0.0302,0.316,0.178,0.103,0.0796,79.997,533200
140,Mew,Am I Wry? No,16 June ,3.85,0.536,0.919,5,-4.374,1,0.0575,0.00491,0.437,0.139,0.531,130.594,294733
141,Type O Negative,I Don't Wanna Be Me,2003,3.86,0.474,0.977,8,-8.651,0,0.15,0.024,0.604,0.0931,0.0449,100.557,308827
142,Riverside,Loose Heart,6 March ,3.7,0.266,0.817,7,-5.895,0,0.0529,0.00506,0.0045,0.107,0.314,153.755,290520
143,Delays,Nearer Than Heaven,21 April ,3.78,0.499,0.819,9,-5.206,1,0.0345,0.0163,2.61e-06,0.212,0.583,111.852,208333
144,The Thrills,Big Sur,9 June ,3.72,0.554,0.855,9,-4.17,0,0.0351,0.0664,0.000178,0.356,0.835,130.092,187320
145,Taking Back Sunday,Cute Without the E,2003,3.62,0.402,0.859,1,-4.41,0,0.0466,0.0394,0.0,0.0745,0.514,95.31,211547
146,Wayne Wonder,No Letting Go,June ,3.61,0.495,0.819,5,-5.656,0,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013
147,Cursive,Art Is Hard,June ,3.66,0.318,0.728,7,-6.423,0,0.0557,0.0162,1.68e-06,0.0982,0.306,104.54,166360
148,Grandaddy,Now It's On,2 June ,3.67,0.619,0.596,9,-8.827,1,0.0291,0.0119,0.000784,0.166,0.375,128.279,248173
149,Massive Attack,Special Cases,24 February ,3.52,0.478,0.51,10,-9.238,0,0.0316,0.00405,0.646,0.657,0.135,143.044,309027
150,Black Rebel Motorcycle Club,Stop,18 August ,3.6,0.42,0.976,4,-2.231,0,0.0932,0.0104,0.447,0.17,0.336,124.006,276933
151,Tori Amos,Taxi Ride,January ,3.82,0.55,0.663,8,-7.587,1,0.0359,0.353,0.0141,0.13,0.642,166.008,240333
152,Emma,Maybe,October ,3.61,0.529,0.801,8,-5.068,1,0.0328,0.011,2.4e-06,0.165,0.363,125.896,245238
153,The Chemical Brothers,The Golden Path,15 September ,3.52,0.642,0.83,2,-5.903,1,0.0336,0.263,0.0032,0.0839,0.551,135.982,287440
154,Scissor Sisters,Laura,27 October ,3.48,0.744,0.862,8,-3.283,1,0.0316,0.0719,2.01e-06,0.192,0.81,91.006,216067
155,The Raveonettes,Heartbreak Stroll,November ,3.73,0.395,0.997,10,-2.756,1,0.0579,0.0934,0.000573,0.128,0.542,156.059,146333
156,The Chemical Brothers,Asleep From Day,2003,3.74,0.515,0.574,4,-9.8,1,0.028,0.581,0.575,0.185,0.274,136.993,287227
157,The Exploding Hearts,Modern Kicks,2003,3.56,0.344,0.988,4,0.321,1,0.0539,0.0411,0.0,0.316,0.737,141.875,198800
158,dredg,Of the Room,2003,3.76,0.347,0.639,9,-6.624,0,0.0394,0.000213,1.23e-05,0.322,0.365,107.898,224560
159,Grandaddy,El Caminos in the West,2003,3.65,0.558,0.747,7,-7.007,1,0.0277,0.00847,2.84e-05,0.0858,0.547,120.558,202267
160,Pearl Jam,Save You,11 February ,3.48,0.298,0.947,4,-6.583,0,0.0637,0.0205,0.000408,0.223,0.558,161.817,230027
161,Sophie Ellis-Bextor,Mixed Up World,13 October ,3.5,0.626,0.855,1,-4.456,1,0.0366,0.000361,0.0,0.0465,0.918,114.073,225453
162,Kings of Leon,Molly's Chambers,11 August ,3.4,0.598,0.911,11,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,134907
163,Keith & Tex,Stop That Train,2003,3.81,0.771,0.248,7,-16.992,0,0.0393,0.296,0.00011,0.139,0.837,82.038,194400
164,Piano Magic,"Speed the Road, Rush the Lights",April ,3.64,0.481,0.65,2,-7.342,1,0.033,0.00149,0.0192,0.0468,0.557,118.71,464701
165,The Delgados,All You Need Is Hate,17 February ,3.55,0.262,0.705,3,-5.178,1,0.0328,0.146,1.69e-06,0.112,0.283,103.396,173733
166,Aaliyah,Miss You,2003,3.36,0.685,0.351,10,-8.999,1,0.0303,0.709,0.0,0.111,0.511,109.771,240800
167,The Darkness,Get Your Hands Off My Woman,24 February ,3.35,0.329,0.974,5,-3.009,1,0.0897,0.000282,0.000932,0.767,0.41,152.123,166080
168,Electric Six,Gay Bar,2 June ,3.33,0.4,0.975,7,-5.237,1,0.0987,0.000114,0.000624,0.152,0.32,171.963,140907
169,Less Than Jake,The Science of Selling Yourself Short,8 September ,3.59,0.719,0.815,5,-3.546,1,0.0305,0.16,0.0,0.0367,0.937,93.126,186267
170,The Darkness,Growing on Me,16 June ,3.33,0.401,0.848,2,-4.247,1,0.0484,0.00034,2.26e-05,0.342,0.487,136.214,208880
171,David Bowie,Never Get Old,September ,3.41,0.638,0.855,0,-4.056,1,0.0354,0.129,0.000737,0.105,0.406,99.842,264933
172,The Thermals,No Culture Icons,21 January ,3.48,0.483,0.98,10,-3.552,1,0.0671,0.0896,0.0,0.359,0.303,147.535,141480
173,AFI,The Leaving Song Pt. II,23 September ,3.32,0.497,0.82,3,-5.971,0,0.0307,0.00146,0.0014,0.104,0.599,89.012,211040
174,Tori Amos,Strange,2003,3.63,0.533,0.319,10,-11.448,1,0.0323,0.885,0.00387,0.118,0.197,119.475,185987
175,Camouflage,Me and You,6 March ,3.59,0.43,0.8,9,-6.361,0,0.036,0.000291,0.00358,0.222,0.722,183.93,210200
176,Cut Copy,Future,December ,3.48,0.681,0.879,9,-8.976,0,0.0388,0.088,0.33,0.113,0.658,119.494,312040
177,M83,0078h,2 December ,3.35,0.239,0.66,1,-3.679,1,0.0418,0.0976,0.425,0.134,0.048,149.783,241493
178,Super Furry Animals,Golden Retriever,2003,3.44,0.545,0.748,2,-5.714,1,0.0343,0.00331,0.00849,0.0848,0.587,126.274,147560
179,Powderfinger,On My Mind,16 June ,3.55,0.366,0.969,3,-3.359,1,0.0932,0.000676,0.000127,0.106,0.665,146.542,200440
180,AFI,Girl's Not Grey,8 July ,3.21,0.389,0.905,8,-4.494,0,0.0354,0.00844,0.00016,0.124,0.672,121.836,190493
181,Venetian Snares,Einstein-Rosen Bridge,13 October ,3.3,0.666,1.0,1,0.36,1,0.171,0.0813,0.55,0.0653,0.427,164.014,215947
182,Hanoi Rocks,"A Day Late, A Dollar Short",July ,3.92,0.467,0.918,4,-2.031,0,0.0715,0.00762,0.0,0.165,0.74,130.039,184400
183,Nasty Crew,Cock Back,September ,3.45,0.789,0.9,11,-2.725,1,0.46,0.564,0.0,0.941,0.783,140.164,218973
184,Josh Rouse,Come Back,2003,3.8,0.825,0.558,10,-9.956,0,0.0298,0.0791,0.000305,0.0986,0.976,117.416,278173
185,Ruff Sqwad,Pied Piper,2003,3.45,0.643,0.446,6,-7.061,0,0.0357,0.493,0.733,0.0969,0.856,139.006,191001
186,Yellowcard,Way Away,2003,3.4,0.357,0.959,2,-4.081,0,0.113,6.93e-06,3.91e-05,0.0825,0.364,179.644,202093
187,Robbie Williams,Sexed Up,3 November ,3.25,0.541,0.447,0,-5.869,1,0.0244,0.121,0.0,0.137,0.237,76.965,261667
188,Alan Braxe,Love Lost,2003,3.34,0.737,0.613,11,-7.513,1,0.0369,0.00177,0.773,0.0467,0.624,117.901,352347
189,Kings of Leon,Wasted Time,20 October ,3.21,0.692,0.727,11,-5.019,0,0.0413,0.0108,1.36e-05,0.187,0.879,122.619,165507
190,R. Kelly,Step in the Name of Love,25 November ,3.19,0.775,0.53,1,-6.564,0,0.119,0.2,0.0,0.231,0.775,94.985,432147
191,The Used,Buried Myself Alive,2003,3.35,0.26,0.923,7,-5.023,1,0.157,0.00108,0.0,0.763,0.387,170.605,242133
192,Mojave 3,Bluebird of Happiness,August ,3.48,0.364,0.177,1,-13.918,1,0.0289,0.732,0.571,0.0998,0.0343,72.526,555827
